BA ReferenceNumber,Ratepayer ,Address,Postcode,Latitude,Longitude,Occupied,Liability start date,Rateable value,Relief total,Relief small business rates,Mandatory Relief,Relief discretionary,Top Up Discretionary Relief,Exempt Property,Transition 2018/19,VOA description
2401750880,GOLDEN CITY TAKEAWAY LIMITED,"88 Balne Lane, Wakefield, West Yorkshire",WF2 0DG,53.68561,-1.51199,Y,1995-02-09,2600,2600,Yes,,,,,,Shop & Premises
2401750901,PENNY APPEAL,"Balne Lane, Wakefield, West Yorkshire",WF2 0DF,53.68554,-1.50996,,2015-12-23,171000,171000,,,,,Yes,,Factory & Premises
2401751061,THE ACCOUNT HOLDER,"106B Balne Lane, Wakefield, West Yorkshire",WF2 0DL,53.68605,-1.51488,Y,1993-06-12,41000,27355.02,,,,,,-5732.66,Shop & Premises
2401751521,THE ACCOUNT HOLDER,"Alverthorpe Surgery, Adjacent 152 Balne Lane, Wakefield, West Yorkshire",WF2 0DP,53.68548,-1.51841,Y,2014-04-01,10750,10750,Yes,,,,,-1314.48,Surgery & Premises
2401753215,THE ACCOUNT HOLDER,"Car Park At, 12 Balne Lane, Wakefield, West Yorkshire",WF2 0DA,53.68572,-1.50891,Y,2013-11-28,1725,1725,Yes,,,,,,Car Park & Premises
2401756547,STRATA HOMES LIMITED,"Sales Office & Showhouse, Opposite Westgate Keys, Back Lane, Wakefield, West Yorkshire",WF1 2UP,53.68480,-1.50488,Y,2017-01-01,9300,4836,,,,,,,Sales Office & Showhouse
2401757107,MINNOVATION LTD,"Cliffe Hill Works, Balne Lane, Wakefield, West Yorkshire",WF2 0DF,53.68554,-1.50996,Y,1998-04-01,25250,13400.09,,,,,,,Factory & Premises
2401757152,WARD 3 COMMUNITY PARTNERSHIP LIMITED,"152 Balne Lane, Wakefield, West Yorkshire",WF2 0DP,53.68548,-1.51841,Y,2003-04-01,14250,14250,,Yes,,Yes,,,Community Centre & Prem
2401758010,R.W. LIMITED,"Unit 2 Cliffe Hill Works, Balne Lane, Wakefield, West Yorkshire",WF2 0DF,53.68554,-1.50996,Y,1993-01-04,15500,8178.39,,,,,,,Factory & Premises
2401759030,THE ACCOUNT HOLDER,"3 Balne Lane, (Ground Floor), Wakefield, West Yorkshire",WF2 0DF,53.68554,-1.50996,,2013-06-03,1,1,,,,,Yes,,Building Under Reconstruction
2401759301,THE ACCOUNT HOLDER,"3 Balne Lane, (First Floor), Wakefield, West Yorkshire",WF2 0DF,53.68554,-1.50996,,2013-04-01,1,1,,,,,Yes,,Building Under Reconstruction
2401850190,OSSETT BREWERY PUB COMPANY LIMITED,"The Hop, 19 Bank Street, Wakefield, West Yorkshire",WF1 1EH,53.68171,-1.50162,Y,2008-12-10,43000,29284.16,,,,,,-5852.46,Public House & Premises
2401857011,THE ACCOUNT HOLDER,"The Bank House Hotel, 11-13 Bank Street, Wakefield, West Yorkshire",WF1 1EH,53.68171,-1.50162,Y,1996-05-18,11250,11250,Yes,,,,,-1439.69,Hotel & Premises
2401900050,THE ACCOUNT HOLDER,"5/7 Barden Road, Wakefield, West Yorkshire",WF1 4HP,53.68436,-1.47439,Y,2014-09-01,5700,5700,Yes,,,,,-210.58,Hairdressing Salon & Prem
2401900130,THE ACCOUNT HOLDER,"13/15 Barden Road, Wakefield, West Yorkshire",WF1 4HP,53.68436,-1.47439,Y,2015-03-22,4750,4750,Yes,,,,,-185.05,Shop & Premises
2401904343,THE ACCOUNT HOLDER,"43 Barden Road, Wakefield, West Yorkshire",WF1 4HP,53.68436,-1.47439,Y,2014-10-01,610,610,Yes,,,,,-57.48,Workshop & Premises
2401909010,A LINE LEISURE LIMITED,"Rocking Horse Hotel, Barden Road, Wakefield, West Yorkshire",WF1 4HP,53.68436,-1.47439,Y,2015-01-27,5975,5975,Yes,,,,,-227.79,Public House & Premises
2401972140,THE ACCOUNT HOLDER,"Sandal Castle Cafe, Manygates Lane, Sandal, Wakefield, West Yorkshire",WF2 7DS,53.65966,-1.48873,Y,2017-08-01,10750,10750,Yes,,,,,,Cafe & Premises
2402050321,CLEAR CHANNEL UK LIMITED,"Advert Right 0705 0011, Adjacent 32 Barnsley Road, Wakefield, West Yorkshire",WF1 5NN,53.67055,-1.48885,Y,1990-04-01,600,312,,,,,,,Advertising Right
2402050340,THE ACCOUNT HOLDER,"34 Barnsley Road, Sandal, Wakefield, West Yorkshire",WF1 5NN,53.67055,-1.48885,Y,1990-04-01,4750,4750,Yes,,,,,,Hairdressing Salon
2402050360,THE ACCOUNT HOLDER,"36 Barnsley Road, Wakefield, West Yorkshire",WF1 5NW,53.67002,-1.48880,Y,2010-04-01,11500,11500,Yes,,,,,,Shop & Premises
2402050900,CLEAR CHANNEL UK LIMITED,"Advert Right 0705 0076, Fronting Walnut Tree P.h., Barnsley Road, Wakefield, West Yorkshire",WF2 6BH,53.65017,-1.49164,Y,1994-04-01,600,312,,,,,,,Advertising Right
2402050921,THE ACCOUNT HOLDER,"92 Barnsley Road, Wakefield, West Yorkshire",WF1 5NP,53.66771,-1.48743,Y,2017-04-01,3400,3400,Yes,,,,,,Shop
2402050941,THE ACCOUNT HOLDER,"94 Barnsley Road, Wakefield, West Yorkshire",WF1 5NP,53.66771,-1.48743,Y,1995-12-23,5800,5800,Yes,,,,,,Shop
2402050960,THE ACCOUNT HOLDER,"96 Barnsley Road, Wakefield, West Yorkshire",WF1 5NP,53.66771,-1.48743,Y,2004-05-06,6500,6500,Yes,,,,,,Shop & Premises
2402050961,MOVENOW PROPERTIES.COM LIMITED,"96A Barnsley Road, Wakefield, West Yorkshire",WF1 5NP,53.66771,-1.48743,Y,2015-04-01,6100,6100,Yes,,,,,,Shop & Premises
2402051000,H HOFMANN & SONS LIMITED,"100 Barnsley Road, Wakefield, West Yorkshire",WF1 5NX,53.66613,-1.48679,Y,1990-04-01,3300,1716,,,,,,,Shop
2402051004,TESCO STORES LIMITED,"187 Barnsley Road, Wakefield, West Yorkshire",WF1 5NU,53.66695,-1.48652,Y,2011-12-09,43250,23589.3,,,,,,-1099.3,Shop & Premises
2402051005,TESCO PERSONAL FINANCE PLC,"Atm Site At Tesco, 187 Barnsley Road, Wakefield, West Yorkshire",WF1 5NU,53.66695,-1.48652,Y,2011-12-09,11250,5850,,,,,,,Site Of Automatic Teller Machine
2402051020,GORGEMEAD LIMITED,"102 Barnsley Road, Wakefield, West Yorkshire",WF1 5NX,53.66613,-1.48679,Y,2005-07-01,5400,2808,,,,,,,Shop
2402051024,MOTOR FUEL LIMITED,"The Walnut Tree P.f.s., Barnsley Road, Wakefield, West Yorkshire",WF2 6BH,53.65017,-1.49164,Y,2017-04-01,16000,8320,,,,,,,Petrol Fill' Stat' & Prem
2402051040,THE ACCOUNT HOLDER,"104 Barnsley Road, Wakefield, West Yorkshire",WF1 5NX,53.66613,-1.48679,Y,2011-11-01,6800,6800,Yes,,,,,,Shop
2402051106,CTP (WAKEFIELD) LIMITED,"The Waterfront, Barnsley Road, Wakefield, West Yorkshire",WF1 5JT,53.67349,-1.49086,,2012-08-17,5600,5600,,,,,Yes,-1080.92,Land Used For Stor'& Prem
2402051521,FLEX-TELECOM LIMITED,"Rear Of 142 Barnsley Road, Wakefield, West Yorkshire",WF1 5NX,53.66613,-1.48679,Y,2010-04-01,2700,2700,Yes,,,,,-435.06,Workshop & Premises
2402052090,PICKERINGS FLORISTS LIMITED,"209 Barnsley Road, Wakefield, West Yorkshire",WF1 5NU,53.66695,-1.48652,Y,2016-08-03,1225,637,,,,,,,Shop & Premises
2402052111,TOTE BOOKMAKERS LIMITED,"211 Barnsley Road, Wakefield, West Yorkshire",WF1 5JU,53.67285,-1.48991,Y,2012-09-27,9300,5282.29,,,,,,-446.29,Betting Shop
2402052130,THE ACCOUNT HOLDER,"213 Barnsley Road, Wakefield, West Yorkshire",WF1 5JU,53.67285,-1.48991,Y,2017-06-30,8400,8400,Yes,,,,,-473.46,Hairdressing Salon & Prem
2402052150,THE ACCOUNT HOLDER,"215 Barnsley Road, Wakefield, West Yorkshire",WF1 5NU,53.66695,-1.48652,Y,2016-04-01,8300,8300,Yes,,,,,-425.46,Shop & Premises
2402052170,SANDAL NEWS & CONVENIENCE STORE LTD,"217 Barnsley Road, Wakefield, West Yorkshire",WF1 5NU,53.66695,-1.48652,Y,2012-12-01,9800,9800,Yes,,,,,-456.71,Shop & Premises
2402052571,WAKEFIELD MDC FAMILY SERVICES (E),"255A Barnsley Road, (Castle Nursery School), Wakefield, West Yorkshire",WF1 5NU,53.66695,-1.48652,Y,2015-04-01,17750,11005.99,,,,,,-1775.99,School & Premises
2402052581,ST. GEORGE'S LUPSET LIMITED,"255 Barnsley Road, (Childcare), Wakefield, West Yorkshire",WF1 5NU,53.66695,-1.48652,Y,2015-04-01,18250,18250,,Yes,,Yes,,-1585.52,Day Nursery & Premises
2402052582,WAKEFIELD MDC FAMILY SERVICES (E),"255 Barnsley Road, (Castle Childrens Centre), Wakefield, West Yorkshire",WF1 5NU,53.66695,-1.48652,Y,2015-04-01,27000,14733.07,,,,,,-693.07,Childrens Centre & Premises
2402052670,HARRATTS OF WAKEFIELD LIMITED,"267 Barnsley Road, Wakefield, West Yorkshire",WF2 6AH,53.66411,-1.48513,Y,2003-04-01,80500,40813.5,,,,,,,Showroom & Premises
2402052990,SANDAL MAGNA ST. HELEN'S PCC,"The Spring, 299 Barnsley Road, Wakefield, West Yorkshire",WF2 6EG,53.66149,-1.48364,Y,2009-04-01,8400,7593.6,,Yes,,,,,"Shop	cafe & Premises"
2402053050,THE ACCOUNT HOLDER,"305 Barnsley Road, Wakefield, West Yorkshire",WF2 6EG,53.66149,-1.48364,Y,2002-10-16,3150,3150,Yes,,,,,,Shop & Premises
2402053430,MITCHELLS & BUTLERS RETAIL LIMITED,"Castle Inn, 343 Barnsley Road, Wakefield, West Yorkshire",WF2 6AS,53.65591,-1.48550,Y,2010-09-17,92000,46644,,,,,,,Public House & Premises
2402053431,THE ACCOUNT HOLDER,"343 Barnsley Road, Wakefield, West Yorkshire",WF2 6AS,53.65591,-1.48550,Y,1990-04-01,1800,1800,,,Yes,,,,Bowling Green& Premises
2402053710,WAKEFIELD MDC FAMILY SERVICES (E),"Sandal Endowed School, Barnsley Road, Wakefield, West Yorkshire",WF2 6AS,53.65591,-1.48550,Y,1990-04-01,94500,94500,,Yes,,Yes,,,School & Premises
2402053790,FINE & COUNTRY THREE HOUSES LIMITED,"Three Houses Inn, 379 Barnsley Road, Wakefield, West Yorkshire",WF2 6HW,53.65445,-1.48740,Y,2015-08-03,43500,23620,,,,,,,Public House & Premises
2402053819,THE RIVERSIDE GROUP LIMITED,"Marsh Way House, 10 Arundel Close, Wakefield, West Yorkshire",WF1 3LF,53.68675,-1.49951,Y,2015-04-17,10000,10000,,Yes,,Yes,,,Offices & Premises
2402053851,THE ACCOUNT HOLDER,"385A Barnsley Road, Wakefield, West Yorkshire",WF2 6BA,53.65352,-1.48798,Y,1990-04-01,10250,10250,Yes,,,,,,Surgery & Premises
2402055331,CLEAR CHANNEL UK LIMITED,"Advertising Right Adshel, 0705 0010, Opp. 533 Barnsley Road, Wakefield, West Yorkshire",WF2 6BP,53.64692,-1.49339,Y,1990-04-01,300,156,,,,,,,Advertising Right
2402056325,HALLAMSHIRE MOTOR CO LTD T/A GUY SALMON,"325 Barnsley Road, Wakefield, West Yorkshire",WF2 6EH,53.66005,-1.48249,Y,2002-04-01,156000,79092,,,,,,,Car Showroom
2402056500,BW SIPP TRUSTEES LIMITED,"650 Barnsley Road, Newmillerdam, Wakefield, West Yorkshire",WF2 6QF,53.64022,-1.49807,,2006-05-28,17750,17750,,,,,Yes,,Beauty Salon
2402056691,STONEGATE PUB COMPANY LIMITED,"Dam Inn, 669 Barnsley Road, Wakefield, West Yorkshire",WF2 6QG,53.63846,-1.49785,Y,2011-08-09,61500,24745.96,,,,,,7434.54,Public House & Premises
2402056711,THE ACCOUNT HOLDER,"671 Barnsley Road, Wakefield, West Yorkshire",WF2 6QG,53.63846,-1.49785,Y,2013-10-04,8400,8400,Yes,,,,,,Restaurant & Premises
2402057050,CLEAR CHANNEL UK LIMITED,"Advertising Right Adshel, 0705 0016, Junction Of Barnsley Road, & Castle Road, Wakefield",WF2 7LU,53.65867,-1.48400,Y,1990-04-01,300,156,,,,,,,Advertising Right
2402057106,B.B.S. (BRICK AND STONE) LIMITED,"106/106A Barnsley Road, Wakefield, West Yorkshire",WF1 5NX,53.66613,-1.48679,Y,2000-04-07,15000,7800,,,,,,,Offices & Premises
2402057259,WAKEFIELD MDC BUSINESS,"259 Barnsley Road, Wakefield, West Yorkshire",WF1 5NU,53.66695,-1.48652,,2017-12-08,29500,14956.5,,,,,,,Offices & Premises
2402057324,ORANGE PERSONAL COMMUNICATIONS SERVICES LI,"Telecommunication Mast, Site Wyk 7027, Cleevethorpe Grove, Wakefield, West Yorkshire",WF2 7NA,53.65823,-1.48413,Y,1999-07-14,4300,2463.33,,,,,,-227.33,Communication Station & P
2402057659,THE ACCOUNT HOLDER,"659 Barnsley Road, Wakefield, West Yorkshire",WF2 6QG,53.63846,-1.49785,Y,2011-12-01,4900,4900,Yes,,,,,,Hairdressing Salon & Prem
2402059030,WAKEFIELD 23RD SCOUT GROUP,"Rear Of Sandal Methodist, Chapel, Barnsley Road, Wakefield, West Yorkshire",WF1 5NU,53.66695,-1.48652,Y,1990-04-01,5500,5500,,Yes,,Yes,,-114.58,Clubhouse & Premises
2402059034,THE ACCOUNT HOLDER,"32A Barnsley Road, Wakefield, West Yorkshire",WF2 6QE,53.64253,-1.49691,Y,2011-11-14,3700,3700,Yes,,,,,,Beauty Salon
2402059040,ARRIVA YORKSHIRE LIMITED,"Belle Isle Depot, Barnsley Road, Wakefield, West Yorkshire",WF1 5JX,53.67210,-1.49067,Y,1990-04-01,76500,32716.03,,,,,,6069.47,Bus Garage
2402059090,THE ACCOUNT HOLDER,"Barnsley Road, Wakefield, West Yorkshire",WF2 6AH,53.66411,-1.48513,Y,1990-04-01,4450,4450,,,Yes,,,,Sports Ground & Premises
2402059094,PRIMESIGHT LIMITED,"Advert Right 0705-4084, Adjacent 94 Barnsley Road, Wakefield, West Yorkshire",WF1 5NP,53.66771,-1.48743,Y,2004-04-01,275,160.21,,,,,,-17.21,Advertising Right
2402059098,RICHMOND THE BUTCHERS LIMITED,"98 Barnsley Road, Wakefield, West Yorkshire",WF1 5NX,53.66613,-1.48679,Y,2016-04-20,7100,3692,,,,,,,Shop & Premises
2402059110,THE ACCOUNT HOLDER,"Barnsley Road, Wakefield, West Yorkshire",WF2 6QE,53.64253,-1.49691,Y,1990-04-01,2500,2500,,,Yes,,,,Sports Ground & Premises
2402059130,SPIRIT PUB COMPANY (SERVICES) LIMITED,"Walnut Tree Inn, Barnsley Road, Wakefield, West Yorkshire",WF2 6BH,53.65017,-1.49164,Y,2001-07-14,71000,27287.53,,,,,,8709.47,Public House & Premises
2402059219,THE ACCOUNT HOLDER,"219 Barnsley Road, Wakefield, West Yorkshire",WF1 5NU,53.66695,-1.48652,Y,2015-11-07,10250,10250,Yes,,,,,-557.92,Shop & Premises
2402059221,NEW BROOKHOUSE LIMITED,"Brook House Wmc, 221 Barnsley Road, Wakefield, West Yorkshire",WF1 5NU,53.66695,-1.48652,Y,2008-08-02,17000,8840,,,,,,,Club & Premises
2402059434,LAKESIDE PUBS LIMITED,"The Pledwick, 434 Barnsley Road, Wakefield, West Yorkshire",WF2 6QE,53.64253,-1.49691,Y,2017-08-29,19000,10880,,,,,,,Public House & Premises
2402059517,AAGRAH (SANDAL) LLP,"108 Barnsley Road, Wakefield, West Yorkshire",WF1 5NX,53.66613,-1.48679,Y,2017-02-05,22250,11570,,,,,,,Restaurant & Premises
2402059990,MOTOR FUEL LIMITED,"Atm At Walnut Tree Pfs, Barnsley Road, Wakefield, West Yorkshire",WF2 6BH,53.65017,-1.49164,Y,2017-04-01,1300,676,,,,,,,Site Of Automatic Teller Machine
2402059999,THE ACCOUNT HOLDER,"Adjacent The Pledwick, 434 Barnsley Road, Wakefield, West Yorkshire",WF2 6QE,53.64253,-1.49691,Y,2017-04-01,2125,2125,Yes,,,,,,Shop & Premises
2402100606,THE ACCOUNT HOLDER,"6 Bull Ring, Wakefield, West Yorkshire",WF1 1HA,53.68352,-1.49867,Y,2016-11-21,16750,8710,,,,,,,Shop & Premises
2402100808,THE BEST CONNECTION GROUP LIMITED,"8 Bull Ring, Wakefield, West Yorkshire",WF1 1HA,53.68352,-1.49867,Y,2015-03-25,23250,12090,,,,,,,Shop & Premises
2402200250,THE ACCOUNT HOLDER,"25 Barstow Square, Wakefield, West Yorkshire",WF1 2SF,53.68302,-1.50115,Y,1990-08-20,3750,3750,Yes,,,,,,Hairdressing Salon
2402200251,THE ACCOUNT HOLDER,"25 Barstow Square, Wakefield, West Yorkshire",WF1 2SF,53.68302,-1.50115,Y,2009-08-01,4050,4050,Yes,,,,,,Tanning Salon & Premises
2402200252,THE ACCOUNT HOLDER,"25 Barstow Square, Wakefield, West Yorkshire",WF1 2SF,53.68302,-1.50115,,2017-05-30,2175,2175,,,,,Yes,-111.32,Nail Bar & Premises
2402207111,THE ACCOUNT HOLDER,"11 Barstow Square, (First Floor - Right), Wakefield, West Yorkshire",WF1 2SF,53.68302,-1.50115,,2007-08-01,1600,1600,,,,,Yes,-122.3,Office
2402207311,THE ACCOUNT HOLDER,"11 Barstow Square, (First Floor - Left), Wakefield, West Yorkshire",WF1 2SF,53.68302,-1.50115,,2006-12-17,1675,1675,,,,,Yes,-129.6,Clinic
2402207411,THE ACCOUNT HOLDER,"11 Barstow Square, (Part Second Floor), Wakefield, West Yorkshire",WF1 2SF,53.68302,-1.50115,,2003-10-21,920,920,,,,,Yes,-5.39,Office
2402207511,THE ACCOUNT HOLDER,"11 Barstow Square, (Part Second Floor), Wakefield, West Yorkshire",WF1 2SF,53.68302,-1.50115,,2001-03-01,1225,1225,,,,,Yes,-88.66,Office & Premises
2402207611,THE ACCOUNT HOLDER,"11 Barstow Square, (Ground Floor - Left), Wakefield, West Yorkshire",WF1 2SF,53.68302,-1.50115,Y,2011-08-15,2250,2250,Yes,,,,,-247.76,Office
2402207711,THE ACCOUNT HOLDER,"11 Barstow Square, (Ground Floor - Right), Wakefield, West Yorkshire",WF1 2SF,53.68302,-1.50115,,2007-08-01,2050,2050,,,,,Yes,-252.2,Office
2402250900,A STANLEY JOINERS LIMITED,"Basford Street, Wakefield, West Yorkshire",WF2 9BP,53.67950,-1.51551,Y,1993-04-01,2275,1413.01,,,,,,-216.71,Workshop & Premises
2402251397,A. MELBOURNE LIMITED,"The Garage, Basford Street, Wakefield, West Yorkshire",WF2 9BP,53.67950,-1.51551,Y,2014-04-01,9100,9100,Yes,,,,,-981.64,Vehicle Repair W/shop & P
2402300020,WEAR INNS LIMITED,"The Red Lion, (Former Moon Under Water), 2 Batley Road, Wakefield, West Yorkshire",WF2 0EE,53.68583,-1.51980,Y,2006-08-01,29000,15295.98,,,,,,784.02,Public House & Premises
2402300179,A AND K MCQUIRE LIMITED,"178 Batley Road, Wakefield, West Yorkshire",WF2 0AJ,53.68947,-1.53081,Y,2015-10-01,11000,11000,Yes,,,,,-401.35,Workshop & Premises
2402300180,THE ACCOUNT HOLDER,"178A Batley Road, Wakefield, West Yorkshire",WF2 0AJ,53.68947,-1.53081,Y,2015-10-01,3750,3750,Yes,,,,,-451.2,Workshop & Premises
2402300710,THE ACCOUNT HOLDER,"71 Batley Road, Wakefield, West Yorkshire",WF2 0AB,53.68685,-1.52592,Y,1990-04-01,2000,2000,Yes,,,,,,Hall & Premises
2402300900,ISOBODIES 08 LIMITED,"182 Batley Road, Wakefield, West Yorkshire",WF2 0AJ,53.68947,-1.53081,Y,2003-12-01,10750,10750,Yes,,,,,,Leisure Centre & Premises
2402301510,THE ACCOUNT HOLDER,"151 Batley Road, Wakefield, West Yorkshire",WF2 0AG,53.68814,-1.52866,Y,2015-09-20,4450,4450,Yes,,,,,,Shop & Premises
2402301541,THE ACCOUNT HOLDER,"154A Batley Road, Wakefield, West Yorkshire",WF2 0AE,53.68777,-1.52645,Y,2016-11-19,7800,7800,Yes,,,,,-702.02,Shop & Premises
2402301652,PHOENIX CENTRE ALVERTHORPE LIMITED,"165 Batley Road, Wakefield, West Yorkshire",WF2 0AH,53.69063,-1.53407,Y,2010-04-01,9200,9200,,Yes,,Yes,,,Community Centre & Prem
2402301670,THE ACCOUNT HOLDER,"167 Batley Road, Wakefield, West Yorkshire",WF2 0AH,53.69063,-1.53407,Y,2005-04-16,4500,4500,Yes,,,,,,Hairdressing Salon & Prem
2402301790,BLUE MARLIN FISHERIES LIMITED,"179A Batley Road, Wakefield, West Yorkshire",WF2 0AH,53.69063,-1.53407,Y,2015-07-01,4450,4450,Yes,,,,,-12.35,Shop & Premises
2402301791,BRIDGE MILL AUTOS LIMITED T/A BRIDGE MILL AUTOS,"179 Batley Road, Wakefield, West Yorkshire",WF2 0AH,53.69063,-1.53407,Y,1990-04-01,8700,8700,Yes,,,,,,Garage & Premises
2402301792,THE ACCOUNT HOLDER,"179B Batley Road, Wakefield, West Yorkshire",WF2 0AH,53.69063,-1.53407,Y,2015-08-25,7400,7400,Yes,,,,,-567.42,Hairdressing Salon & Prem
2402301800,CHANTRY VETS LIMITED,"180 Batley Road, Wakefield, West Yorkshire",WF2 0AJ,53.68947,-1.53081,Y,2016-11-09,18250,9490,,,,,,,Veterinary Surgery & Prem
2402301820,PRIMESIGHT LIMITED,"Advert Right 0705 01 0619, Adj. 182/184 Batley Road, Wakefield, West Yorkshire",WF2 0AJ,53.68947,-1.53081,Y,2009-09-01,1725,897,,,,,,,Advertising Right
2402301840,THE ACCOUNT HOLDER,"184 Batley Road, Wakefield, West Yorkshire",WF3 0AJ,,Y,2015-12-03,2700,2700,Yes,,,,,,Shop & Premises
2402302177,THE ACCOUNT HOLDER,"217 Batley Road, Alverthorpe, Wakefield, West Yorkshire",WF2 0AH,53.69063,-1.53407,Y,1990-04-01,1775,1775,Yes,,,,,,Hairdressing Salon
2402302178,THE ACCOUNT HOLDER,"178B Batley Road, Wakefield, West Yorkshire",WF2 0AJ,53.68947,-1.53081,Y,2017-04-01,3100,3100,Yes,,,,,-368.78,Dance Studio & Premises
2402302190,THE ACCOUNT HOLDER,"219 Batley Road, Wakefield, West Yorkshire",WF2 0AH,53.69063,-1.53407,Y,1990-04-01,3400,3400,Yes,,,,,,Shop & Premises
2402302210,THE ACCOUNT HOLDER,"221 Batley Road, Wakefield, West Yorkshire",WF2 0AH,53.69063,-1.53407,Y,2015-08-14,1400,1400,Yes,,,,,,Shop
2402302530,TITAN PUB SOLUTIONS LIMITED,"Crown Inn, 253 Batley Road, Wakefield, West Yorkshire",WF2 0AH,53.69063,-1.53407,Y,2015-11-16,14250,8410,,,,,,,Public House & Premises
2402307010,THE ACCOUNT HOLDER,"New Southgate Surgery, Buxton Place, Leeds Road, Wakefield, West Yorkshire",WF1 3JG,53.68671,-1.48996,Y,2005-04-01,54000,28122.26,,,,,,,Surgery & Premises
2402307101,BESTWAY PANACEA HOLDINGS LIMITED,"The Pharmacy, Buxton Place, Leeds Road, Wakefield, West Yorkshire",WF1 3QJ,53.69662,-1.49884,Y,1999-12-06,30750,22011.91,,,,,,-6021.91,Shop & Premises
2402309000,WAKEFIELD MDC FAMILY SERVICES (E),"Flanshaw J & I School, Batley Road, Wakefield, West Yorkshire",WF2 0AA,53.68545,-1.52077,Y,1990-04-01,43750,22750,,,,,,,School & Premises
2402375260,AIREA PLC,"Sirdar Business Park, Flanshaw Lane, Wakefield, West Yorkshire",WF2 9ND,53.67949,-1.50093,Y,2012-12-01,165000,83655,,,,,,,Workshop & Premises
2402376275,AIREA PLC,"Unit 19 Sirdar Business, Park, Flanshaw Lane, Wakefield, West Yorkshire",WF2 9ND,53.67949,-1.50093,Y,2014-03-24,22000,11549.28,,,,,,,Warehouse & Premises
2402379216,VANILLA 3 LIMITED,"Unit 5, Sirdar Business Park, Flanshaw Lane, Wakefield, West Yorkshire",WF2 9ND,53.67949,-1.50093,Y,2011-08-01,13000,11125.07,Yes,,,,,-615.21,Warehouse & Premises
2402379990,SIRDAR HOLDINGS LIMITED,"Unit 5A Bective Mill, Flanshaw Lane, Wakefield, West Yorkshire",WF2 9ND,53.67949,-1.50093,Y,2018-04-01,12750,6723.44,,,,,,-93.44,Store & Premises
2402501239,CONCEPT (YORKSHIRE) LIMITED,"The Old Police Station, Barnsley Road, Wakefield, West Yorkshire",WF2 6EF,53.66207,-1.48472,Y,2017-01-03,2600,2600,Yes,,,,,,Offices & Premises
2402759000,WAKEFIELD MDC FAMILY SERVICES (E),"St Johns Ce (Aided) J & I, Belgravia Road, Wakefield, West Yorkshire",WF1 3JP,53.68977,-1.50513,Y,1990-04-01,24750,24750,,Yes,,Yes,,,School & Premises
2402950110,THE ACCOUNT HOLDER,"11 Belle Vue Road, Wakefield, West Yorkshire",WF1 5NF,53.66617,-1.48155,Y,2016-04-18,2000,2000,Yes,,,,,,Office
2402950150,THE ACCOUNT HOLDER,"15 Belle Vue Road, Wakefield, West Yorkshire",WF1 5NF,53.66617,-1.48155,Y,2013-04-29,6500,6500,Yes,,,,,,Shop & Premises
2402959257,SANDAL MAGNA COMMUNITY ACADEMY,"Sandal Magna J & I School, Belle Vue Road, Wakefield, West Yorkshire",WF1 5NF,53.66617,-1.48155,Y,2013-05-01,61500,55436.1,,Yes,,,,,School & Premises
2403339000,MOTOR CITY MOTORIST CENTRES LIMITED,"Bethel Place, Thornes Lane, Wakefield, West Yorkshire",WF2 7QY,53.67399,-1.49871,Y,2006-12-15,13750,7255.59,,,,,,,Tyre Depot & Premises
2403339050,THE ACCOUNT HOLDER,"Bethel Place, Thornes Lane, Wakefield, West Yorkshire",WF2 7QY,53.67399,-1.49871,Y,2010-04-01,9500,9500,Yes,,,,,-140.52,Workshop & Premises
2403530410,GRIND LIMITED,"41 Bishopgate Walk, The Ridings Centre, Wakefield, West Yorkshire",WF1 1YB,53.68182,-1.49686,Y,2016-11-16,35500,17314.48,,,,,,1145.52,Shop & Premises
2403530420,NEWRIVER RETAIL (WAKEFIELD) LIMITED,"42 Bishopgate Walk, The Ridings Centre, Wakefield, West Yorkshire",WF1 1YB,53.68182,-1.49686,Y,2017-10-03,23500,11246.65,,,,,,973.35,Hairdressing Salon & Prem
2403530430,TIMPSON LIMITED,"43 Bishopgate Walk, The Ridings Centre, Wakefield, West Yorkshire",WF1 1YB,53.68182,-1.49686,Y,2006-04-19,14000,7280,,,,,,,Shop & Premises
2403530440,EE LIMITED,"44 Bishopgate Walk, The Ridings Centre, Wakefield, West Yorkshire",WF1 1YB,53.68182,-1.49686,Y,2011-04-01,27250,13148.93,,,,,,1021.07,Shop & Premises
2403530450,F. HINDS LIMITED,"45/46 Bishopgate Walk, The Ridings Centre, Wakefield, West Yorkshire",WF1 1YB,53.68182,-1.49686,Y,2013-03-07,32750,15828.71,,,,,,1201.29,Shop & Premises
2403530470,MUSKAAN BEAUTY LIMITED,"47 Bishopgate Walk, The Ridings Centre, Wakefield, West Yorkshire",WF1 1YB,53.68182,-1.49686,Y,2014-11-10,24750,11913.16,,,,,,956.84,Shop & Premises
2403530479,PRIMARK STORES LIMITED,"56-62 Bishopgate Walk, The Ridings Centre, Wakefield, West Yorkshire",WF1 1YB,53.68182,-1.49686,Y,2011-11-02,375000,163106.22,,,,,,27018.78,Shop & Premises
2403530480,ENTITY TRADING LIMITED,"48 Bishopgate Walk, The Ridings Centre, Wakefield, West Yorkshire",WF1 1YB,53.68182,-1.49686,Y,2016-09-01,44000,21243.78,,,,,,1636.22,Shop & Premises
