Property Reference Number,BA Reference Number,Ratepayer,Full Property Address,Post Code,Latitude,Longitude,Occupied,Liability Start date,Empty From,Last Rateable Value for 2017,Analysis Code of Last 2017 Val,2017 NDR - Analysis code desc,Exemptions,Exemption Start date,Relief Types,Relief Total,Relief mandatory,Relief discretionary
N08500601303,N08500601303,Industrial Specialist Services Ltd,"Units 31 & 32, Terry Dicken Industrial Estate, Station Road, Stokesley, Middlesbrough, TS9 7AE",TS9 7AE,54.46208,-1.18037,Y,2008-05-01,,18250,IF3,Workshops,#N/A,#N/A,,#N/A,,
N08500601351,N08500601351,P C I Holdings (Ne) Ltd,"Unit 26, Terry Dicken Industrial Estate, Station Road, Stokesley, Middlesbrough, TS9 7AE",TS9 7AE,54.46208,-1.18037,Y,2018-04-01,,8100,CW3,Stores,#N/A,#N/A,,-3977.10,,
N08500601503,N08500601503,,"Unit 24/25 , Terry Dicken Industrial Estate, Station Road, Stokesley, Middlesbrough, TS9 7AE",TS9 7AE,54.46208,-1.18037,Y,2010-04-01,,12500,IF3,Workshops,#N/A,#N/A,,-5114.58,,
N08500602050,N08500602050,,"Field House Farm Stables, Station Road, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2012-06-01,,8700,LX,Other Leisure,#N/A,#N/A,,-3746.08,,
N08500602400,N08500602400,,"Ootys, Station Road, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2015-12-01,,4400,CR,Restaurants,#N/A,#N/A,,-2160.40,,
N08500602406,N08500602406,Out Of This World Ltd,"Offices 1 - 5 The Station, Station Road, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2017-04-01,,7400,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-3633.40,,
N08500602430,N08500602430,,"Station Nurseries, Station Road, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2016-06-01,,2150,CX,Other Commercial,#N/A,#N/A,,-1055.65,,
N08500602550,N08500602550,Jewson Ltd,"Station Yard, Kirkby In Cleveland, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,1995-04-01,,12250,CW,Warehouses,#N/A,#N/A,,#N/A,,
N08500602660,N08500602660,Prodrive Joinery & Shopfitting Ltd,"Burdon Ltd, Station Road Ind Estate, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2016-05-30,,29500,CW,Warehouses,#N/A,#N/A,,#N/A,,
N08500602670,N08500602670,Jewson Ltd,"Ams Vehicles, Station Road Ind Estate, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2018-02-20,,19000,CW,Warehouses,#N/A,#N/A,,#N/A,,
N08500602801,N08500602801,Barry Shaw & Son Building Ltd,"Unit 1 Appliance Works, Station Road, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2018-10-18,,5300,CW3,Stores,#N/A,#N/A,,-2602.30,,
N08500602802,N08500602802,,"Unit 2 Appliance Works, Station Road, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2010-02-01,,5900,IF3,Workshops,#N/A,#N/A,,-2896.90,,
N08500602803,N08500602803,,"Unit 3 Appliance Works, Station Road, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2010-04-01,,7000,CW3,Stores,#N/A,#N/A,,-3437.00,,
N08500602808,N08500602808,Jasko Construction Ltd,"Units 8  & 9 Appliance Works, Station Road, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2009-12-01,,4300,IF3,Workshops,#N/A,#N/A,,-2111.30,,
N08500602810,N08500602810,,"Unit 10 Appliance Works, Station Road, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2015-09-01,,385,CW3,Stores,#N/A,#N/A,,-189.04,,
N08500602811,N08500602811,,"Unit 11 Appliance Works, Station Road, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2011-10-01,,630,CW3,Stores,#N/A,#N/A,,#N/A,,
N08500602852,N08500602852,,"Workshop R/O Appliance Works, Station Road, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2008-10-01,,5600,IF3,Workshops,#N/A,#N/A,,-2749.60,,
N08500602857,N08500602857,M Sweeting Roofing Contractors Ltd,"Units 6 & 7 Appliance Works ,  , Station Road, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2014-06-01,,2950,CW3,Stores,#N/A,#N/A,,-1448.45,,
N08500602860,N08500602860,Logistics And Promotional Services Ltd,"Storage Land R/O Appliance Works, Station Road, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2013-01-23,,3850,CW1,Land Used For Storage,#N/A,#N/A,,#N/A,,
N08500602899,N08500602899,Dna Bathrooms Ltd,"Units 4 & 5 Appliance Works, Station Road, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2019-04-01,,4350,CW3,Stores,#N/A,#N/A,,-2135.85,,
N08500602912,N08500602912,Stokesley Commercial Services Ltd,"Auction House, Station Road, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2017-03-01,,9600,CW,Warehouses,#N/A,#N/A,,-4713.60,,
N08500602914,N08500602914,Lithgow Sons & Partners,"Lithgow Sons And Partners, Station Road, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2017-06-01,,35750,CW,Warehouses,#N/A,#N/A,,#N/A,,
N08500602920,N08500602920,Sheriden Ltd,"Unit 6 Lithgow Auction House, Station Road, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2012-09-01,,3750,CW,Warehouses,#N/A,#N/A,,-1841.25,,
N08500602961,N08500602961,Orange Pcs Ltd,"Orange Site Nyk039, Grid Ref 53350 07390, Station Road, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2000-10-01,,11000,MT1,Communication Station And Premises,#N/A,#N/A,,#N/A,,
N08500650010,N08500650010,Shuttleworth Picknett & Associates,"1, Burdon Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5PY",TS9 5PY,54.46062,-1.17712,Y,2010-01-04,,29250,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,#N/A,,
N08500650045,N08500650045,N Y Construction Ltd,"Land Used For Storage, 4-6, Burdon Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5PY",TS9 5PY,54.46062,-1.17712,Y,2018-12-19,,9700,CW1,Land Used For Storage,#N/A,#N/A,,#N/A,,
N08500650070,N08500650070,Gp Sterling Ltd,"7, Burdon Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5PY",TS9 5PY,54.46062,-1.17712,Y,2016-09-01,,62500,IF3,Workshops,#N/A,#N/A,,#N/A,,
N08500650080,N08500650080,Generation Travel Ltd,"8/9/10 , Burdon Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5PY",TS9 5PY,54.46062,-1.17712,Y,2010-06-01,,11000,IF3,Workshops,#N/A,#N/A,,-5401.00,,
N08500650140,N08500650140,Mobility Plus Bathing Ltd,"Independence House, 14, Burdon Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5PY",TS9 5PY,54.46062,-1.17712,Y,2010-12-23,,25250,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,#N/A,,
N08500650145,N08500650145,Mobility Plus Bathing Ltd,"Gf, Independence House, 14, Burdon Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5PY",TS9 5PY,54.46062,-1.17712,Y,2010-12-23,,10500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,#N/A,,
N08500700050,N08500700050,Marlow Foods Ltd,"Unit 27, Terry Dicken Ind Estate, Stokesley, Middlesbrough, Cleveland, TS9 7AE",TS9 7AE,54.46208,-1.18037,Y,2017-03-13,,5100,IF3,Workshops,#N/A,#N/A,,#N/A,,
N08500700177,N08500700177,Mulberry Yarn Ltd,"Units 37 & 38   , Terry Dicken Industrial Estate, Station Road, Stokesley, Middlesbrough, TS9 7AE",TS9 7AE,54.46208,-1.18037,Y,2015-06-08,,7800,IF3,Workshops,#N/A,#N/A,,-3829.80,,
N08500700180,N08500700180,Evolution Sea Kayak Limited,"Unit 13, Terry Dicken Ind Estate, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2018-02-01,,9100,CW,Warehouses,#N/A,#N/A,,-4468.10,,
N08500701504,N08500701504,Applied Technical Products Ltd,"Unit 15, Terry Dicken Ind Estate, Stokesley, Middlesbrough, Cleveland, TS9 7AE",TS9 7AE,54.46208,-1.18037,Y,2019-05-01,,7700,IF3,Workshops,#N/A,#N/A,,#N/A,,
N08500701505,N08500701505,Genesis Flooring Ltd,"Unit 15a, Terry Dicken Industrial Estate, Station Road, Stokesley, Middlesbrough, TS9 7AE",TS9 7AE,54.46208,-1.18037,Y,2017-12-01,,6500,IF3,Workshops,#N/A,#N/A,,#N/A,,
N08500701603,N08500701603,Crash Bang Wallop,"Unit 16, Terry Dicken Ind Estate, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2010-08-01,,10250,IF3,Workshops,#N/A,#N/A,,-4132.80,,
N08500701751,N08500701751,Thread Count Enterprises Ltd,"Unit 17, Terry Dicken Ind Estate, Stokesley, Cleveland, TS9 7AE",TS9 7AE,54.46208,-1.18037,Y,2017-02-01,,2500,IF3,Workshops,#N/A,#N/A,,-1227.50,,
N08500701801,N08500701801,Nobias Catering Ltd,"Unit 18, Terry Dicken Ind Estate, Stokesley, Middlesbrough, Cleveland, TS9 7AE",TS9 7AE,54.46208,-1.18037,Y,2017-03-01,,2500,IF3,Workshops,#N/A,#N/A,,-1227.50,,
N08500701900,N08500701900,Captain Cook Beers Ltd,"Unit 19, Terry Dicken Ind Estate, Station Road, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2018-04-09,,2400,IF3,Workshops,#N/A,#N/A,,-1178.40,,
N08500702021,N08500702021,,"Unit 20, Terry Dicken Industrial Estate, Station Road, Stokesley, Middlesbrough, TS9 7AE",TS9 7AE,54.46208,-1.18037,Y,2017-07-01,,2400,IF3,Workshops,#N/A,#N/A,,-1178.40,,
N08500702022,N08500702022,,"Unit 21, Terry Dicken Industrial Estate, Station Road, Stokesley, Middlesbrough, TS9 7AE",TS9 7AE,54.46208,-1.18037,Y,2016-06-01,,2400,IF3,Workshops,#N/A,#N/A,,-1178.40,,
N08500702055,N08500702055,P R K Joinery Ltd,"Unit 39/40, Terry Dicken Industrial Estate, Station Road, Stokesley, Middlesbrough, TS9 7AE",TS9 7AE,54.46208,-1.18037,Y,2007-08-01,,12500,IF3,Workshops,#N/A,#N/A,,-5114.58,,
N08500702220,N08500702220,,"Unit 22, Terry Dicken Ind Estate, Stokesley, Cleveland, Middlesbrough, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2008-06-01,,2400,IF3,Workshops,#N/A,#N/A,,-1178.40,,
N08500702230,N08500702230,Synthetic Turf Management Ltd,"Unit 23 Terry Dicken Ind Estate, Station Road, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2009-01-01,,8700,CW,Warehouses,#N/A,#N/A,,-4271.70,,
N08500702245,N08500702245,Luckys Play Barn Ltd,"Unit 1, Terry Dicken Industrial Estate, Station Road, Stokesley, Middlesbrough, TS9 7AE",TS9 7AE,54.46208,-1.18037,Y,2016-04-01,,11250,IF3,Workshops,#N/A,#N/A,,-5523.75,,
N08500702250,N08500702250,Stokesley Hardware Co Ltd,"Car Wash, Terry Dicken Industrial Estate, Station Road, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,N,2010-04-01,,500,CX,Other Commercial,LOW RV2900,2017-04-01,,#N/A,,
N08500702503,N08500702503,,"Unit 12, Terry Dicken Ind Estate, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2016-09-30,,2200,IF3,Workshops,#N/A,#N/A,,-1080.20,,
N08500702504,N08500702504,,"Unit 11, Terry Dicken Ind Estate, Stokesley, Middlesbrough, Cleveland, TS9 7AE",TS9 7AE,54.46208,-1.18037,Y,2018-01-01,,2175,IF3,Workshops,#N/A,#N/A,,-1067.93,,
N08500702513,N08500702513,"Belts,Conveyors &Accessories Ltd","Unit 8, Terry Dicken Industrial Estate, Ellerbeck Way, Stokesley, Middlesbrough, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2007-07-01,,3900,CW,Warehouses,#N/A,#N/A,,-1914.90,,
N08500702516,N08500702516,,"Unit 10, Terry Dicken Industrial Estate, Station Road, Stokesley, Middlesbrough, TS9 7AE",TS9 7AE,54.46208,-1.18037,Y,2014-03-01,,4150,IF3,Workshops,#N/A,#N/A,,-2037.65,,
N08500702517,N08500702517,,"Unit 9, Terry Dicken Industrial Estate, Station Road, Stokesley, Middlesbrough, TS9 7AE",TS9 7AE,54.46208,-1.18037,Y,2010-06-01,,2050,IF3,Workshops,#N/A,#N/A,,-1006.55,,
N08500705101,N08500705101,Marlow Foods Ltd,"Marlow Foods Ltd, Station Road Industrial, Station Road, Stokesley Middlesbrough, North Yorkshire, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2007-10-15,,239000,IF,Factories,#N/A,#N/A,,#N/A,,
N08500800011,N08500800011,,"Unit 36, Terry Dicken Ind Estate, Stokesley, Middlesbrough, Cleveland, TS9 7AE",TS9 7AE,54.46208,-1.18037,Y,2018-06-19,,3050,CW3,Stores,#N/A,#N/A,,-1497.55,,
N08500800020,N08500800020,Gary Bibby Traditional Joinery Ltd,"Urra View, 32, Ellerbeck Court, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5PT",TS9 5PT,54.46180,-1.17561,Y,2012-05-15,,17000,IF3,Workshops,#N/A,#N/A,,#N/A,,
N08500800033,N08500800033,Tk'S Cafe And Catering Services Ltd,"Unit 28a, Terry Dicken Industrial Estate, Station Road, Stokesley, Middlesbrough, TS9 7AE",TS9 7AE,54.46208,-1.18037,Y,2018-11-01,,4200,IF3,Workshops,#N/A,#N/A,,-2062.20,,
N08500800034,N08500800034,,"Unit 28, Terry Dicken Industrial Estate, Station Road, Stokesley, Middlesbrough, TS9 7AE",TS9 7AE,54.46208,-1.18037,Y,2018-03-01,,8100,IF3,Workshops,#N/A,#N/A,,#N/A,,
N08500800060,N08500800060,,"Unit 3, Terry Dicken Ind Estate, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2010-06-01,,2700,IF3,Workshops,#N/A,#N/A,,-1325.70,,
N08500800070,N08500800070,Engie Fabricom Uk Ltd,"24, Ellerbeck Court, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5PT",TS9 5PT,54.46180,-1.17561,Y,2015-09-01,,61500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,#N/A,,
N08500800080,N08500800080,Opentree Ltd,"Cabinet House, 7, Ellerbeck Court, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5PT",TS9 5PT,54.46180,-1.17561,Y,2004-09-17,,15000,IF3,Workshops,#N/A,#N/A,,#N/A,,
N08500800085,N08500800085,Analox Sensor Technology Ltd,"Car Park Adjacent No.7, Ellerbeck Court, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5PT",TS9 5PT,54.46180,-1.17561,Y,2017-04-01,,3400,CP,Car Parks & Parking Spaces,#N/A,#N/A,,#N/A,,
N08500800090,N08500800090,Sam Turners & Sons Ltd,"17, Ellerbeck Court, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5PT",TS9 5PT,54.46180,-1.17561,Y,2005-08-30,,16000,IF3,Workshops,#N/A,#N/A,,#N/A,,
N08500800100,N08500800100,Analox Sensor Technology Ltd,"Analox, 15, Ellerbeck Court, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5PT",TS9 5PT,54.46180,-1.17561,Y,2007-08-21,,38250,IF3,Workshops,#N/A,#N/A,,#N/A,,
N08500800110,N08500800110,Cavendish Northern Property Developments Ltd,"11, Ellerbeck Court, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5PT",TS9 5PT,54.46180,-1.17561,N,2019-03-08,,11250,CW,Warehouses,IND/6MONTH,2019-03-08,,#N/A,,
N08500800131,N08500800131,,"Unit 30 Terry Dicken Ind Estate, Station Road, Stokesley, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2017-12-14,,5300,CW,Warehouses,#N/A,#N/A,,-2602.30,,
N08500800150,N08500800150,Stokesley Hardware Co Ltd,"Unit 15 Ellerbeck Way, Terry Dicken Ind Estate, Stokesley, Cleveland, Middlesbrough, TS9 7AB",TS9 7AB,54.46029,-1.18062,N,2019-02-15,,7200,CW,Warehouses,IND/6MONTH,2019-02-15,,#N/A,,
N08500800162,N08500800162,Industrial Specialist Services Ltd,"Unit 29 Terry Dicken Ind Estate, Station Road, Stokesley, Middlesbrough, Cleveland, TS9 7AE",TS9 7AE,54.46208,-1.18037,Y,2004-02-16,,7000,CW,Warehouses,#N/A,#N/A,,#N/A,,
N08500800500,N08500800500,,"Unit 7, Terry Dicken Ind Estate, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2017-07-01,,2750,CW3,Stores,#N/A,#N/A,,-1350.25,,
N08500801000,N08500801000,Waters Waste Services Ltd,"9, Ellerbeck Way, Stokesley, Middlesbrough, Cleveland, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2016-09-01,,13250,IF3,Workshops,#N/A,#N/A,,#N/A,,
N08500802000,N08500802000,Acad Trading Ltd,"Unit 14, Terry Dicken Industrial Estate, Station Road, Stokesley, Middlesbrough, TS9 7AE",TS9 7AE,54.46208,-1.18037,Y,2019-05-01,,6000,CW3,Stores,IND/6MONTH,2019-05-01,,#N/A,,
N08500802050,N08500802050,D B Grinding,"Unit 6, Terry Dicken Ind Estate, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,1995-04-01,,2900,IF3,Workshops,#N/A,#N/A,,-1423.90,,
N08500802100,N08500802100,,"Unit 7a, Terry Dicken Industrial Estate, Station Road, Stokesley, Middlesbrough, TS9 7AE",TS9 7AE,54.46208,-1.18037,Y,2002-04-01,,1450,IF3,Workshops,#N/A,#N/A,,-711.95,,
N08500803000,N08500803000,Stag Divisions Ltd,"Unit 35, Terry Dicken Ind Estate, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2016-06-02,,4650,IF3,Workshops,#N/A,#N/A,,-2283.15,,
N08500803010,N08500803010,It Is International Ltd,"1 Wainstones Court, Stokesley  Business Park, Stokesley, Middlesbrough, TS9 5JY",TS9 5JY,54.46374,-1.17821,Y,2005-02-14,,6800,IF3,Workshops,#N/A,#N/A,,#N/A,,
N08500803025,N08500803025,,"2, Wainstones Court, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JY",TS9 5JY,54.46374,-1.17821,Y,2012-10-01,,6600,IF3,Workshops,#N/A,#N/A,,#N/A,,
N08500803043,N08500803043,It Is International Ltd,"Units 3 & 4, Wainstones Court, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JY",TS9 5JY,54.46374,-1.17821,Y,2012-04-01,,12000,IF3,Workshops,#N/A,#N/A,,#N/A,,
N08500803051,N08500803051,,"Unit 5, Wainstones Court, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JY",TS9 5JY,54.46374,-1.17821,Y,2012-03-12,,5000,IF3,Workshops,#N/A,#N/A,,#N/A,,
N08500803060,N08500803060,,"6, Wainstones Court, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JY",TS9 5JY,54.46374,-1.17821,Y,2009-04-09,,4850,IF3,Workshops,#N/A,#N/A,,-2381.35,,
N08500803070,N08500803070,Alan Ramsey T/A Alan Ramsay Antiques,"7, Wainstones Court, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JY",TS9 5JY,54.46374,-1.17821,Y,2003-09-16,,5000,IF3,Workshops,#N/A,#N/A,,-2455.00,,
N08500803111,N08500803111,,"Units 10 & 11, Ellerbeck Way, Terry Dicken Industrial Estate, Station Road, Stokesley, Middlesbrough, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2012-08-01,,7300,CW3,Stores,#N/A,#N/A,,-3584.30,,
N08500803120,N08500803120,Moto212 Ltd,"Unit 12, Terry Dicken Industrial Estate, Ellerbeck Way, Stokesley, Middlesbrough, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2017-12-01,,3600,IF3,Workshops,#N/A,#N/A,,-1767.60,,
N08500803130,N08500803130,Gas & Oil Ltd,"Unit 13, Terry Dicken Industrial Estate, Ellerbeck Way, Stokesley, Middlesbrough, TS9 7AD",TS9 7AD,54.46274,-1.18118,Y,2011-06-01,,3150,CW3,Stores,#N/A,#N/A,,-1546.65,,
N08500803140,N08500803140,N Y Construction Ltd,"Unit 14, Terry Dicken Ind Estate, Stokesley, Cleveland, TS9  7AB",TS9  7AB,54.46029,-1.18062,Y,2005-02-01,,3050,CW3,Stores,#N/A,#N/A,,-1497.55,,
N08500804001,N08500804001,Team Stokes Ltd,"18, Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9  5JZ",TS9  5JZ,54.46305,-1.17691,Y,2012-12-31,,11000,IF3,Workshops,#N/A,#N/A,,-5401.00,,
N08500804002,N08500804002,Geneva Music Ltd,"Front , 18, Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2018-11-01,,14000,IF3,Workshops,#N/A,#N/A,,-2291.33,,
N08500804020,N08500804020,Genesis Global Systems Ltd,"7, Ellerbeck Way, Stokesley, Middlesbrough, Cleveland, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,1996-01-08,,71500,CWO,Warehouse And Office,#N/A,#N/A,,#N/A,,
N08500804030,N08500804030,Inlec Uk Ltd,"2, Ellerbeck Way, Stokesley, Middlesbrough, Cleveland, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2015-10-15,,20750,IF3,Workshops,#N/A,#N/A,,#N/A,,
N08500804040,N08500804040,,"1st Floor Y2k House, 1, Millennium Court, Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2015-01-01,,9300,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-4566.30,,
N08500804044,N08500804044,Talk Business Solutions Ltd,"Ground Floor Y2k House, 1, Millennium Court, Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2010-05-01,,14250,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-1747.88,,
N08500804045,N08500804045,Benson Financial Management Ltd,"R/O Ff Y2k House, Millennium Court, Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2018-01-01,,4500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-2209.50,,
N08500804046,N08500804046,,"Front F F Right Y2k House, Millennium Court, Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2009-04-01,,3400,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-1669.40,,
N08500804051,N08500804051,Positive Individual Proactive Support Ltd,"Endeavour House, 12, Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2018-07-29,,38250,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,#N/A,,
N08500804064,N08500804064,Applied Integration Uk Ltd,"1, Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2018-06-29,,55500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,#N/A,,
N08500804065,N08500804065,Applied Integration Uk Ltd,"3, Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JYZ",TS9 5JYZ,,,Y,2018-06-29,,44500,IF,Factories,#N/A,#N/A,,#N/A,,
N08500804066,N08500804066,Quinque Stella Holdings,"5, Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2018-06-29,,48000,CW,Warehouses,#N/A,#N/A,,#N/A,,
N08500804070,N08500804070,Cynergy Healthcare,"10, Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2006-10-24,,31000,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,#N/A,,
N08500804080,N08500804080,M M C Group Ltd,"Mmc House 8, Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2007-08-21,,40250,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,#N/A,,
N08500804103,N08500804103,Stokesley Hardware Co Ltd,"Pulrose House, 14, Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,N,2018-10-27,,38250,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,#N/A,,
N08500804117,N08500804117,Gibbens & Co (Solicitors) Ltd,"Chancery House, 2 Millennium Court, Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2014-12-22,,29500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,#N/A,,
N08500804161,N08500804161,Bolero Holidays Ltd,"Office 1, 16, Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2017-10-02,,1925,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-945.18,,
N08500804163,N08500804163,Bespoke Professional Development And Training Ltd,"Office 3, 16, Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2017-12-16,,6600,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-3240.60,,
N08500804164,N08500804164,Stokesley Hardware Co Ltd,"Office 4, 16, Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,N,2016-12-01,,2750,CO,Office (Excluding Central & Local Gov'T),LOW RV2900,2017-04-01,,#N/A,,
N08500804165,N08500804165,Stokesley Hardware Co Ltd,"Office 5, 16, Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,N,2016-12-01,,1800,CO,Office (Excluding Central & Local Gov'T),LOW RV2900,2017-04-01,,#N/A,,
