Property reference number,Ratepayer,Address,Postcode,Latitude,Longitude,Liability start date,Current Analysis Code Description,Rateable value,Current Relief Type,Current Relief Type Description,Current Relief Award Start Date,Current Relief Award End Date,Current Property Exemption Code,Current Prop Exemption Description,Current Prop Exemption Start Date,Current Prop Exemption End Date
04940003499N,,"Gable 344, Blackmoorfoot Road, Crosland Moor, Huddersfield, HD4 5QT",HD4 5QT,53.63381,-1.81717,2013-04-01,Advertising Right,265,SBRE,Small Business Relief England,2013-04-01,,,,,
63540000023N,,"Part 1st Floor, 2/4, Wessenden Head Road, Meltham, Holmfirth, HD9 4EU",HD9 4EU,53.59072,-1.85224,1995-04-01,Stores,520,,,,,FFF,Less Than 1500/1900/2200/2600,01/07/1995,
63540000022N,,"4, Wessenden Head Road, Meltham, Holmfirth., HD9 4EU",HD9 4EU,53.59072,-1.85224,2010-07-01,Workshops,1500,,,,,FFF,Less Than 1500/1900/2200/2600,01/07/2010,
63540000021N,,"Part 1st Floor, 2/4, Wessenden Head Road, Meltham, Holmfirth, HD9 4EU",HD9 4EU,53.59072,-1.85224,2012-08-16,Hairdressing Salons,3150,SBRE,Small Business Relief England,2014-04-01,,,,,
05690060206N,,"Unit 5, 2, Bradford Road, Dewsbury, Dewsbury, WF13 1EL",WF13 1EL,53.69381,-1.63016,2014-11-15,Shops,3450,SBRE,Small Business Relief England,2014-11-15,,,,,
40590000090N,,"Horseshoe Bar, 9, New Street, Huddersfield, HD1 2AX",HD1 2AX,53.64612,-1.78231,2013-11-02,Public House,11750,,,,,CCC,Listed building,02/11/2013,
64280000112N,,"Black Lounge, Provincial House, 1st Floor, 11, Westgate, Huddersfield, HD1 1NP",HD1 1NP,53.64686,-1.78341,2018-04-01,Public House,7600,SBRE,Small Business Relief England,2018-04-01,,,,,
05720001290N,,"129/131, Bradford Road, Fartown, Huddersfield, HD1 6DZ",HD1 6DZ,53.65563,-1.78255,2018-06-01,Shops,12250,SBRE,Small Business Relief England,2018-06-01,,,,,
06700060101N,,"Unit 10a, Scout Hill Mills, Broad Street, Dewsbury, WF13 3SA",WF13 3SA,53.68353,-1.64515,2012-10-01,Warehouses,5800,SBRE,Small Business Relief England,2012-10-01,,,,,
84780000501N,,"Shop 4 , Dewsbury Market, Cloth Hall Street, Dewsbury, WF13 1QE",WF13 1QE,53.69289,-1.62788,2016-12-01,Other Commercial,3150,SBRE,Small Business Relief England,2016-12-01,,,,,
08340000482N,,", Cable Street, Longroyd Bridge, Huddersfield, HD1 3LS",HD1 3LS,53.64026,-1.78700,2018-11-24,Stores,28000,,,,,EEE,Industrial hereditament,24/11/2018,23/05/2019
67490000112N,,"Store At Rear, 11, Greenhead Road, Huddersfield, HD1 4EN",HD1 4EN,53.64701,-1.78983,2010-12-01,Stores,455,,,,,FFF,Less Than 1500/1900/2200/2600,01/12/2010,
63940000453N,,"Shop At 45, Westbourne Road, Marsh, Huddersfield, HD1 4LG",HD1 4LG,53.65120,-1.80690,2018-08-02,Shops,7800,SBRE,Small Business Relief England,2018-08-02,,,,,
36300000560N,,"56, Market Place, Heckmondwike, WF16 0HX",WF16 0HX,53.70731,-1.67437,2013-04-01,Shops,7200,SBRE,Small Business Relief England,2013-06-01,,,,,
28610005261N,,"526a, Huddersfield Road, Ravensthorpe, Dewsbury, West Yorkshire, WF13 3ET",WF13 3ET,53.67994,-1.65916,2017-04-01,Shops,1775,,,,,FFF,Less Than 1500/1900/2200/2600,01/04/2017,
64240000420N,,"42, Daisy Hill, Dewsbury, WF13 1LH",WF13 1LH,53.69121,-1.63020,2015-07-23,Shops,1750,SBRE,Small Business Relief England,2015-07-23,,,,,
64280000101N,,"12, Westgate, Huddersfield, HD1 1NN",HD1 1NN,53.64710,-1.78314,2013-12-13,Shops,27000,,,,,,,,
10180000142N,,"Rear Gnd Flr & Part 1st & 2nd Flr, 12a, Charles Street, Ravensthorpe, Dewsbury, WF13 3LB",WF13 3LB,53.67813,-1.66486,2016-07-01,Vehicle Repair Workshop,2800,,,,,,,,
11450000022N,,"36, Clerk Green Street, Batley, WF17 7SE",WF17 7SE,53.71167,-1.64144,1995-04-01,Factories,6700,SBRE,Small Business Relief England,2006-04-01,,,,,
05640005070N,,"507, Bradford Road, Batley, WF17 8LL",WF17 8LL,53.71872,-1.64108,2018-06-06,Workshops,14750,SBRE,Small Business Relief England,2018-08-20,,,,,
18000000202N,Khan Property Consultants Ltd,"99, Lockwood Road, Huddersfield, HD1 3QU",HD1 3QU,53.63692,-1.79015,2016-07-16,Office (Excluding Central & Local Gov'T),5300,SBRE,Small Business Relief England,2016-07-16,,,,,
05643002308N,,"Unit 8z, Beckside Trading Estate, Bradford Road, Batley, WF17 6JD",WF17 6JD,53.70462,-1.62784,2008-04-01,Workshops,8100,SBRE,Small Business Relief England,2008-04-01,,,,,
03300000331N,,"31a, Batley Road, Heckmondwike, WF16 9NB",WF16 9NB,53.70993,-1.66026,2012-07-01,Shops,4600,SBRE,Small Business Relief England,2012-07-01,,,,,
67430000313N,Khela (Uk) Limited,"1st Floor, 31-33 , Zetland Street, Huddersfield, HD1 2RA",HD1 2RA,53.64436,-1.77930,2017-04-01,Cafes,17000,,,,,CCC,Listed building,01/04/2017,
67430000310N,Khela (Uk) Limited,"31-33, Zetland Street, Huddersfield, HD1 2RA",HD1 2RA,53.64436,-1.77930,2017-04-01,Restaurants,28500,,,,,CCC,Listed building,01/04/2017,
04940002810N,Khela Ltd,"281, Blackmoorfoot Road, Crosland Moor, Huddersfield, HD4 5RL",HD4 5RL,53.63745,-1.80969,2003-10-17,Shops,4350,SBRE,Small Business Relief England,2005-04-01,,,,,
63250000520N,,"52, Wellington Street, Batley, WF17 5HU",WF17 5HU,53.71223,-1.63280,2017-01-01,Shops,1975,SBRE,Small Business Relief England,2017-01-01,,,,,
06700060047N,,"Office 1 Gnd Flr Stross House, Scout Hill Mills, Broad Street, Dewsbury, WF13 3SA",WF13 3SA,53.68353,-1.64515,2009-10-01,Office (Excluding Central & Local Gov'T),1450,,,,,,,,
77970100290N,,"Batley Business Park, Unit 29, Technology Drive, Batley, WF17 6ER",WF17 6ER,53.70799,-1.62166,2012-10-08,Office (Excluding Central & Local Gov'T),1925,SBRE,Small Business Relief England,2012-10-08,,,,,
79110001000N,Kiddies Kingdom Ltd,"Machells Mill, Ground Floor, Foundry Street, Dewsbury, WF13 1QR",WF13 1QR,53.69330,-1.62957,1997-06-09,Showrooms,19750,,,,,,,,
30660100091N,Kids Boutique Uk Limited,"Kingsgate Centre, Unit 9a, King Street, Huddersfield, HD1 2QB",HD1 2QB,53.64593,-1.77911,2018-09-20,Shops,68500,,,,,,,,
05680000050N,Kids Come First Ltd,"Cleckheaton Centre Of Play, Bradford Road, Cleckheaton, BD19 3PN",BD19 3PN,53.72747,-1.71225,2002-04-01,Day Nursery And Premises,17250,SSB,Supporting Small Business Relief (SSB),2017-04-01,,,,,
05680000050N,Kids Come First Ltd,"Cleckheaton Centre Of Play, Bradford Road, Cleckheaton, BD19 3PN",BD19 3PN,53.72747,-1.71225,2002-04-01,Day Nursery And Premises,17250,SBRE,Small Business Relief England,2007-04-01,,,,,
86480900020N,Kier Living Limited,"2 & 4, Mill House Crescent, Linthwaite, Huddersfield, HD7 5ZB",HD7 5ZB,53.62077,-1.85681,2017-06-09,Other Commercial,27750,,,,,,,,
04960044129N,Kier Ventures Limited,"The Mill Shop, Black Rock Mills, Waingate, Linthwaite, Huddersfield, HD7 5NS",HD7 5NS,53.62077,-1.85551,2005-12-14,Shops,8500,,,,,CCC,Listed building,14/12/2005,
12550000472N,,"47a, Commercial Road, Skelmanthorpe, Huddersfield, HD8 9DA",HD8 9DA,53.59162,-1.65069,2017-04-19,Shops,3950,SBRE,Small Business Relief England,2017-04-19,,,,,
05760300022N,Kilburn Automotive Services Ltd,"Unit L Middleton Business Park, Cartwright Street, Cleckheaton, BD19 5LY",BD19 5LY,53.71763,-1.70221,2017-02-02,Warehouses,13500,SBRE,Small Business Relief England,2017-04-01,,,,,
17770000141N,Kilner & Hutchinson Ltd,"Emerald Iron Works, Emerald Street, Huddersfield, HD1 6BY",HD1 6BY,53.65750,-1.77634,1990-04-01,Factories,30000,,,,,,,,
14910000053N,Kilner & Hutchinson Ltd,"Unit 1, Springfield Mills, Dale Street, Longwood, Huddersfield, HD3 4TG",HD3 4TG,53.64439,-1.83245,2016-06-14,Workshops,9700,,,,,,,,
77860001000N,,"Ground Floor, Network House, Stubbs Beck Lane, Cleckheaton, BD19 4TT",BD19 4TT,53.73884,-1.72089,2001-10-30,Office (Excluding Central & Local Gov'T),13250,SBRE,Small Business Relief England,2017-04-01,,,,,
77860001001N,,"First Floor, Network House, Stubbs Beck Lane, Cleckheaton, BD19 4TT",BD19 4TT,53.73884,-1.72089,2012-05-24,Office (Excluding Central & Local Gov'T),13000,EPRN,Empty Property Rate Non-Industrial,2012-08-24,,,,,
56690000160N,,"16, Swan Lane, Lockwood, Huddersfield, HD1 3UB",HD1 3UB,53.63375,-1.79850,1990-04-01,Hairdressing Salons,3600,SBRE,Small Business Relief England,2009-04-01,,,,,
10980001332N,,"133, Church Street, Paddock, Huddersfield, HD1 4UJ",HD1 4UJ,53.64305,-1.81052,2014-06-30,Shops,5300,SBRE,Small Business Relief England,2014-06-30,,,,,
06420000210N,,"21, Bridge Street, Lockwood, Huddersfield, HD4 6EL",HD4 6EL,53.63252,-1.79524,2018-03-31,Shops,1675,SBRE,Small Business Relief England,2018-06-01,,,,,
08290000180N,,"18, Byram Street, Huddersfield, HD1 1DR",HD1 1DR,53.64904,-1.78236,2008-03-14,Hairdressing Salons,7800,SBRE,Small Business Relief England,2008-04-01,,,,,
41170000583N,,"58a/60, North Road, Kirkburton, Huddersfield, HD8 0RW",HD8 0RW,53.61099,-1.70340,2015-12-01,Shops,4300,SBRE,Small Business Relief England,2015-12-01,,,,,
64220000130N,King James School Foundation,"Crowthers Yard, 13, Westgate, Almondbury, Huddersfield, HD5 8XF",HD5 8XF,53.63104,-1.74714,2017-04-01,Workshops,2800,,,,,FFF,Less Than 1500/1900/2200/2600,01/04/2017,
54270000490N,King James'S School,"King James School, St Helens Gate, Almondbury, Huddersfield, HD4 6SG",HD4 6SG,53.63025,-1.74175,2012-09-01,Local Authority Schools,177000,MAND,Mandatory Charitable Relief,2012-09-01,,,,,
65010060060N,King Street Motors (Birkenshaw) Limited,"_, Whitehall Road East, Birkenshaw, Bradford, BD11 2EJ",BD11 2EJ,53.74713,-1.69043,2011-04-01,Vehicle Repair Workshop,10000,SBRE,Small Business Relief England,2011-04-01,,,,,
65010060061N,King Street Motors (Birkenshaw) Limited,"Whitehall Service Station, Whitehall Road East, Birkenshaw, Bradford, BD11 2EJ",BD11 2EJ,53.74713,-1.69043,2014-07-18,Workshops,1975,,,,,FFF,Less Than 1500/1900/2200/2600,18/07/2014,
09020000242N,Kings Beds Ltd,"Unit 3-4, Carr Street, Cleckheaton, BD19 5HG",BD19 5HG,53.72327,-1.71790,2017-04-01,Workshops,6400,SBRE,Small Business Relief England,2017-04-01,,,,,
23440000011N,Kingsbury Banqueting Limited,"First & Second Floors, The Court House, Grove Street, Dewsbury, WF13 1JP",WF13 1JP,53.69146,-1.63136,2016-07-25,Clubhouses,51500,,,,,,,,
23440000012N,Kingsbury Cuisine Limited,"Part First & Second Floor, The Court House, Grove Street, Dewsbury, WF13 1JP",WF13 1JP,53.69146,-1.63136,2016-07-25,Clubhouses,3150,SBRE,Small Business Relief England,2016-07-25,,,,,
17890000723N,,"_, Unit 6/7, Estate Buildings, Railway Street, Huddersfield, HD1 1JY",HD1 1JY,53.64756,-1.78397,2000-07-17,Office (Excluding Central & Local Gov'T),7300,SBRE,Small Business Relief England,2005-04-01,,,,,
32602600168N,Kingsmill Carpets Ltd,"Unit 19, York House, Leeds Road, Huddersfield, HD1 1DD",HD1 1DD,53.64763,-1.78222,2017-10-27,Warehouses,9600,,,,,,,,
32602600167N,Kingsmill Carpets Ltd,"Unit 18, York House, Leeds Road, Huddersfield, HD2 1DD",HD2 1DD,53.66757,-1.77448,2017-10-27,Warehouses,3600,,,,,,,,
04890000964N,Kingsway Estate Agents Ltd,"1st Flr Phoenix House, 96, Blacker Road, Birkby, Huddersfield, HD1 5HH",HD1 5HH,53.65651,-1.79305,2017-08-01,Office (Excluding Central & Local Gov'T),4050,SBRE,Small Business Relief England,2017-08-01,,,,,
00340002550N,Kip Mcgarth Education Uk Limited,"Unit 10, 2nd Floor, Mulegate Building, Albert Mills, Albert Street, Lockwood, Huddersfield, HD1 3PZ",HD1 3PZ,53.63618,-1.78976,2017-09-11,Workshops,9200,,,,,CCC,Listed building,11/09/2017,
39750000130N,,"., Old Westgate, Dewsbury, WF13 INH",WF13 INH,,,2015-08-01,Hairdressing Salons,8700,SBRE,Small Business Relief England,2015-08-01,,,,,
32540002241N,,"224, Leeds Old Road, White Lee, Batley, WF17 9AQ",WF17 9AQ,53.72165,-1.66653,1990-06-15,Shops,9000,SBRE,Small Business Relief England,2005-04-01,,,,,
36300000740N,,"74, Market Place, Heckmondwike, WF16 0HS",WF16 0HS,53.70754,-1.67515,2017-08-28,Shops,5300,SBRE,Small Business Relief England,2017-08-28,,,,,
49480000802N,Kiran Solutions Ltd,"70, Rufford Road, Milnsbridge, Huddersfield, HD3 4RR",HD3 4RR,53.64187,-1.83718,2015-06-17,Shops,8100,SBRE,Small Business Relief England,2015-06-17,,,,,
79660000010N,KirbyùS Health & Fitness Ltd,"Unit 1, Victoria Springs Business Park, Wakefield Road, Liversedge, WF15 6AU",WF15 6AU,53.70945,-1.68309,2012-12-01,Other Leisure,16500,SBRE,Small Business Relief England,2013-01-01,,,,,
26270000010N,Kirkburton & Highburton Community Association,"_, Northfield Lane, Kirkburton, Huddersfield, HD8 0QT",HD8 0QT,53.62017,-1.71067,1990-04-01,Community Centres Etc,7900,SBRE,Small Business Relief England,2011-04-01,,,,,
02460102007N,Kirkburton & Highburton Karate Club Ltd,"Studio 6, Barncliffe Mills, Shelley, Huddersfield, HD8 8LU",HD8 8LU,53.59134,-1.68699,2014-03-01,Office (Excluding Central & Local Gov'T),14500,DIS,Discretionary Relief,2018-04-01,31/03/2019,,,,
02460102007N,Kirkburton & Highburton Karate Club Ltd,"Studio 6, Barncliffe Mills, Shelley, Huddersfield, HD8 8LU",HD8 8LU,53.59134,-1.68699,2014-03-01,Office (Excluding Central & Local Gov'T),14500,SBRE,Small Business Relief England,2014-03-01,,,,,
48070002020N,Kirkburton Cricket Club,"_, Riley Lane, Kirkburton, Huddersfield, HD8 0RX",HD8 0RX,53.61015,-1.70330,1990-04-01,Sports Grounds,5600,SBRE,Small Business Relief England,2011-04-01,,,,,
41170001250N,Kirkburton Dental Care Limited,"125, North Road, Kirkburton, Huddersfield, HD8 0RR",HD8 0RR,53.61065,-1.70268,2009-04-06,Surgeries,8800,SBRE,Small Business Relief England,2009-04-06,,,,,
08040005004N,Kirkburton Football Club,"., Burton Acres Lane, Kirkburton, Huddersfield, HD8 0QR",HD8 0QR,53.61528,-1.70576,2010-04-01,Football Grounds,960,SBRE,Small Business Relief England,2010-04-01,,,,,
44490002041N,Kirkburton Garages Ltd,"Springfield Mills, Penistone Road, Kirkburton, Huddersfield, HD8 0PE",HD8 0PE,53.61269,-1.71397,2007-04-01,Vehicle Repair Workshop,8400,SBRE,Small Business Relief England,2007-04-01,,,,,
41170900011N,Kirkburton Liberal Club,"57, North Road, Kirkburton, Huddersfield, HD8 0RH",HD8 0RH,53.61264,-1.70502,1990-04-01,Club (Social),2225,SBRE,Small Business Relief England,2005-04-01,,,,,
51480000010N,Kirkburton Masonic Hall,"1, Shelley Lane, Kirkburton, Huddersfield, HD8 0SJ",HD8 0SJ,53.60845,-1.70115,1990-04-01,Club (Social),4900,SBRE,Small Business Relief England,2005-04-01,,,,,
24130200032N,Kirkburton Play Group,"_, Hallas Road, Kirkburton, Huddersfield, HD8 0QG",HD8 0QG,53.61182,-1.70268,1990-04-01,Day Nursery And Premises,5400,SBRE,Small Business Relief England,2010-10-01,,,,,
01560090660N,Kirkgate Engineering Ltd,"The Garage, Ashton Clough Road, Liversedge, WF15 6JX",WF15 6JX,53.70976,-1.69186,1990-04-01,Factories,19500,,,,,,,,
30930000030N,Kirkgate Surgery,"Kirkgate Surgery, 3, Kirkgate, Birstall, Batley, WF17 9HE",WF17 9HE,53.73223,-1.66762,2016-11-10,Surgeries,15000,SBRE,Small Business Relief England,2016-11-10,,,,,
30930000030N,Kirkgate Surgery,"Kirkgate Surgery, 3, Kirkgate, Birstall, Batley, WF17 9HE",WF17 9HE,53.73223,-1.66762,2016-11-10,Surgeries,15000,SSB,Supporting Small Business Relief (SSB),2017-04-01,,,,,
59650000100N,Kirkheaton Conservative Club Club And Bowling Green,"10, Town Road, Kirkheaton, Huddersfield, HD5 0HW",HD5 0HW,53.65909,-1.72756,1990-04-01,Club (Social),6000,SBRE,Small Business Relief England,2005-04-01,,,,,
27640002000N,Kirkheaton Cricket & Bowling Club,"_, Bankfield Lane, Kirkheaton, Huddersfield, HD5 0JW",HD5 0JW,53.65655,-1.73095,1990-04-01,Sports Grounds,7600,CASC,Mandatory relief for CASCs,2004-04-01,,,,,
02640000150N,Kirkheaton Engineering Co Ld,"15, Bankfield Lane, Kirkheaton, Huddersfield, HD5 0JE",HD5 0JE,53.65828,-1.72887,1990-04-01,Workshops,15250,SBRE,Small Business Relief England,2010-04-01,,,,,
38850002000N,Kirkheaton Scouts & Guides,"_, Moorside Road, Kirkheaton, Huddersfield, HD5 0LX",HD5 0LX,53.66084,-1.72616,1990-04-01,Hall,3300,SBRE,Small Business Relief England,2010-10-01,,,,,
61110000032N,Kirkholme Consulting Limited T/A Brian Mellor Associates,"3,, Pt Sf Brittanic House, Upperhead Row, Huddersfield, HD1 2JL",HD1 2JL,53.64662,-1.78585,2012-03-06,Office (Excluding Central & Local Gov'T),5200,SBRE,Small Business Relief England,2012-03-06,,,,,
34220000020N,Kirklees Market Services,"_, Lord Street, Huddersfield, HD1 1QA",HD1 1QA,53.64802,-1.78038,1990-04-01,Other Miscellaneous,2050,,,,,,,,
36280001040N,Kirklees Market Services,"R-O Library, Market Place, Birstall, Batley, WF17 9EN",WF17 9EN,53.73159,-1.66070,1990-04-01,Stores,800,,,,,FFF,Less Than 1500/1900/2200/2600,01/04/2016,
05080000100N,Kirklees Market Services,"Heckmondwike Covered Market, Blanket Hall Street, Heckmondwike, WF16 0HD",WF16 0HD,53.70737,-1.67639,1990-04-01,Market (Indoor),1875,,,,,,,,
77070100080N,Kirklees Market Services,"Store No 8, Queensgate Market, Princess Alexandra Walk, Huddersfield, HD1 2RD",HD1 2RD,53.64419,-1.78004,1992-04-01,Stores,395,,,,,,,,
77070100110N,Kirklees Market Services,"Store No 11-13, Queensgate Market, Princess Alexandra Walk, Huddersfield, HD1 2RD",HD1 2RD,53.64419,-1.78004,1992-04-01,Stores,800,,,,,,,,
28630002600N,Kirklees Market Services,"_, Huddersfield Road,, Holmfirth., HD9 3JH",HD9 3JH,53.56987,-1.78838,1996-04-04,Market (Indoor),5000,,,,,,,,
77070100590N,Kirklees Market Services,"Store No 59, Queensgate Market, Princess Alexandra Walk, Huddersfield, HD1 2RD",HD1 2RD,53.64419,-1.78004,1997-12-02,Stores,255,,,,,FFF,Less Than 1500/1900/2200/2600,01/04/2017,
77070101070N,Kirklees Market Services,"Queensgate Market, Store 107/108,, Princess Alexandra Walk, Huddersfield, HD1 2RD",HD1 2RD,53.64419,-1.78004,1998-04-01,Stores,355,,,,,FFF,Less Than 1500/1900/2200/2600,01/07/1998,
36240000250N,Kirklees Market Services,"Public Conveniences, Market Arcade, Albion Street, Cleckheaton, BD19 3JQ",BD19 3JQ,53.72506,-1.71287,1999-05-23,Other Miscellaneous,3000,,,,,,,,
36250000281N,Kirklees Market Services,"Market Offices, Princess Alexandra Walk, Huddersfield, HD1 2RS",HD1 2RS,53.64447,-1.78064,1999-08-01,Office (Excluding Central & Local Gov'T),33250,,,,,,,,
06940090002N,Kirklees Market Services,"19a, Brook Street, Huddersfield, HD1 1EB",HD1 1EB,53.64960,-1.78246,2001-04-01,Stores,1875,,,,,,,,
36240000261N,Kirklees Market Services,"Storeroom (Traders Washroom ), Market Arcade, Albion Street, Cleckheaton, BD19 3JQ",BD19 3JQ,53.72506,-1.71287,2002-04-01,Workshops,530,,,,,,,,
77070101141N,Kirklees Market Services,"Store No 115, Queensgate Market, Princess Alexandra Walk, Huddersfield, HD1 2RD",HD1 2RD,53.64419,-1.78004,2001-06-30,Stores,250,,,,,,,,
77070101250N,Kirklees Market Services,"Store No 125-128, Queensgate Market, Princess Alexandra Walk, Huddersfield, HD1 2RD",HD1 2RD,53.64419,-1.78004,2002-03-01,Stores,1025,,,,,,,,
77070100930N,Kirklees Market Services,"Store No 96, Queensgate Market, Princess Alexandra Walk, Huddersfield, HD1 2RD",HD1 2RD,53.64419,-1.78004,1999-03-01,Stores,285,,,,,,,,
36240000013N,Kirklees Market Services,"Managers Office, First Floor, Market Arcade, Albion Street, Cleckheaton, BD19 3JQ",BD19 3JQ,53.72506,-1.71287,2005-06-25,Office (Excluding Central & Local Gov'T),750,,,,,,,,
36240000014N,Kirklees Market Services,"Rest Room First Floor, Market Arcade, Albion Street, Cleckheaton, BD19 3JQ",BD19 3JQ,53.72506,-1.71287,2005-06-25,Office (Excluding Central & Local Gov'T),790,,,,,,,,
36250000277N,Kirklees Market Services,"Shop 26, Queensgate Market, Princess Alexandra Walk, Huddersfield, HD1 2UJ",HD1 2UJ,53.64356,-1.78153,2006-07-29,Shops,8900,,,,,CCC,Listed building,01/04/2011,
28630003000N,Kirklees Market Services,"Car Park, Adj 33, Huddersfield Road,, Holmfirth., HD9 3JH",HD9 3JH,53.56987,-1.78838,2005-04-01,Car Parks & Parking Spaces,750,,,,,,,,
77070101010N,Kirklees Market Services,"Store No 101, Queensgate Market, Princess Alexandra Walk, Huddersfield, HD1 2RD",HD1 2RD,53.64419,-1.78004,2007-11-28,Stores,290,,,,,FFF,Less Than 1500/1900/2200/2600,28/11/2007,
77070100640N,Kirklees Market Services,"Store No 64, Queensgate Market, Princess Alexandra Walk, Huddersfield, HD1 2RD",HD1 2RD,53.64419,-1.78004,2006-04-01,Stores,255,,,,,FFF,Less Than 1500/1900/2200/2600,01/04/2006,
77070000731N,Kirklees Market Services,"Stall Nos 79 & 80, Queensgate Market, Princess Alexandra Walk, Huddersfield, HD1 2RD",HD1 2RD,53.64419,-1.78004,2008-01-01,Shops,3150,,,,,CCC,Listed building,01/04/2011,
77070001141N,Kirklees Market Services,"Stall No 114, Queensgate Market, Princess Alexandra Walk, Huddersfield, HD1 2RD",HD1 2RD,53.64419,-1.78004,2008-04-30,Shops,1500,,,,,FFF,Less Than 1500/1900/2200/2600,30/04/2008,
36250000151N,Kirklees Market Services,"Shop 15/16 Queensgate Market, Princess Alexandra Walk, Huddersfield, HD1 2RS",HD1 2RS,53.64447,-1.78064,2009-02-01,Shops,16750,,,,,CCC,Listed building,01/05/2009,
77070100940N,Kirklees Market Services,"Store No 94, Queensgate Market, Princess Alexandra Walk, Huddersfield, HD1 2RD",HD1 2RD,53.64419,-1.78004,2006-05-01,Stores,285,,,,,FFF,Less Than 1500/1900/2200/2600,01/05/2006,
77070101130N,Kirklees Market Services,"Store No 113, Queensgate Market, Princess Alexandra Walk, Huddersfield, HD1 2RD",HD1 2RD,53.64419,-1.78004,2009-03-13,Stores,450,,,,,FFF,Less Than 1500/1900/2200/2600,13/03/2009,
77070001770N,Kirklees Market Services,"Stall No 177-179, Queensgate Market, Princess Alexandra Walk, Huddersfield, HD1 2RD",HD1 2RD,53.64419,-1.78004,2010-06-27,Shops,9500,,,,,CCC,Listed building,01/04/2011,
77070101080N,Kirklees Market Services,"Store No 112, Queensgate Market, Princess Alexandra Walk, Huddersfield, HD1 2RD",HD1 2RD,53.64419,-1.78004,2010-09-01,Stores,255,,,,,FFF,Less Than 1500/1900/2200/2600,01/09/2010,
84780000030N,Kirklees Market Services,"Kiosk, Dewsbury Market, Cloth Hall Street, Dewsbury, WF13 1QE",WF13 1QE,53.69289,-1.62788,2011-01-26,Other Commercial,2200,,,,,CCC,Listed building,26/01/2011,
84780000032N,Kirklees Market Services,"Shop 2, Dewsbury Market, Cloth Hall Street, Dewsbury, WF13 1QE",WF13 1QE,53.69289,-1.62788,2011-01-26,Other Commercial,4850,,,,,CCC,Listed building,26/01/2011,
77070100950N,Kirklees Market Services,"Store No 95, Queensgate Market, Princess Alexandra Walk, Huddersfield, HD1 2RD",HD1 2RD,53.64419,-1.78004,2010-12-01,Stores,285,,,,,CCC,Listed building,01/12/2010,
