Property reference number,BA reference number,Address,Postcode,Latitude,Longitude,Liability start date,Rateable value,VOA code,VOA description
N01064600140,100052003269,"14, Raglan Street, Harrogate, North Yorkshire, HG1 1LE",HG1 1LE,53.9911,-1.54004,2007-02-12,10500,CO,Offices and Premises
N01064600169,,"Heathermark Holding, Car Parking Spaces, R/O 14, Raglan Street, Harrogate, North Yorkshire, HG1 1LE",HG1 1LE,53.9911,-1.54004,2011-04-01,2000,CP1,Car Parking Space and Premises
N01064600170,," 16-18, Raglan Street, Harrogate, North Yorkshire, HG1 1LE",HG1 1LE,53.9911,-1.54004,2016-10-18,28500,MH,Surgery and Premises
N01064609022,100052209864,"First Floor, Raglan House, Raglan Street, Harrogate, North Yorkshire, HG1 1LE",HG1 1LE,53.9911,-1.54004,2016-09-12,8300,CO,OFFICES AND PREMISES
N01064609023,100052209865,"Second Floor, Raglan House, Raglan Street, Harrogate, North Yorkshire, HG1 1LE",HG1 1LE,53.9911,-1.54004,2017-12-20,8000,CO,OFFICES AND PREMISES
N01064609024,100052209866,"Ground Floor, Raglan House, Raglan Street, Harrogate, North Yorkshire, HG1 1LE",HG1 1LE,53.9911,-1.54004,2017-02-24,10250,CO,OFFICES AND PREMISES
N01064609031,010003029156,"First Floor, Temple House, Raglan Street, Harrogate, North Yorkshire, HG1 1LE",HG1 1LE,53.9911,-1.54004,2005-02-28,4200,CO,OFFICES
N01064609032,010003029157,"Fourth Floor, Temple House, Raglan Street, Harrogate, North Yorkshire, HG1 1LE",HG1 1LE,53.9911,-1.54004,2001-09-14,3000,CO,OFFICES
N01064609033,010003029158,"Second Floor, Temple House, Raglan Street, Harrogate, North Yorkshire, HG1 1LE",HG1 1LE,53.9911,-1.54004,2018-01-01,4200,CO,OFFICES
N01064609035,,"Third Floor, Temple House, Raglan Street, Harrogate, North Yorkshire, HG1 1LE",HG1 1LE,53.9911,-1.54004,2015-04-01,4200,CO,Offices and Premises
N01064609036,,"Basement Floor, Temple House, Raglan Street, Harrogate, North Yorkshire, HG1 1LE",HG1 1LE,53.9911,-1.54004,2015-04-01,3100,CO,Offices and Premises
N01064609037,,"Car Parking Spaces, Temple House, Raglan Street, Harrogate, North Yorkshire, HG1 1LE",HG1 1LE,53.9911,-1.54004,2015-04-01,2000,CP1,Car Parking Space and Premises
N01064609062,,"2nd & 3rd Floors, 6, Raglan Street, Harrogate, North Yorkshire, HG1 1LT",HG1 1LT,53.99128,-1.53903,2019-03-01,9900,CO,Offices and Premises
N01064609070,100052183893,"Former Court House, Raglan Street, Harrogate, North Yorkshire, HG1 1LE",HG1 1LE,53.9911,-1.54004,2008-04-01,39000,CO,OFFICES AND PREMISES
N01064609080,010003029160,"Advert Cylinder, Raglan Street, Harrogate, North Yorkshire, HG1 1LP",HG1 1LP,53.99101,-1.53897,1998-04-01,300,CA,ADVERTISING RIGHT
N01064609120,100052183894,"12, Raglan Street, Harrogate, North Yorkshire, HG1 1LE",HG1 1LE,53.9911,-1.54004,2005-11-28,10250,CO,OFFICES AND PREMISES
N01065100681,100052183895,"R/O, 68, Regent Avenue, Harrogate, North Yorkshire, HG1 4BJ",HG1 4BJ,54.00011,-1.52817,1995-04-01,1400,CG2,GARAGE AND PREMISES
N01065101221,100052004859,"122, Regent Avenue, Harrogate, North Yorkshire, HG1 4BJ",HG1 4BJ,54.00011,-1.52817,1995-04-01,7200,IF3,WORKSHOP AND PREMISES
N01065109013,100052004860,"Grove Park Works, Grove Park View, Harrogate, North Yorkshire, HG1 4BT",HG1 4BT,54.00121,-1.52825,1999-01-01,12250,CW,Warehouse and Premises
N01065109014,100052209869,"Peter Wood & Son, Grove Park View, Harrogate, North Yorkshire, HG1 4BT",HG1 4BT,54.00121,-1.52825,2008-06-10,6300,CW,Warehouse and Premises
N01065200120,,"Holiday Lets, 12, Regent Grove, Harrogate, North Yorkshire, HG1 4BN",HG1 4BN,53.99987,-1.5303,2018-02-28,3800,CH1,SELF CATERING HOLIDAY UNIT AND PREMISES
N01065400020,100052183896,"First Floor, 20, Regent Parade, Harrogate, North Yorkshire, HG1 5AW",HG1 5AW,53.99689,-1.52891,1997-12-01,3600,CO,OFFICES AND PREMISES
N01065400101,100052005636,"10, Regent Parade, Harrogate, North Yorkshire, HG1 5AW",HG1 5AW,53.99689,-1.52891,2007-02-20,11500,CS,Shop and Premises
N01065400140,100052005708,"14/15, Regent Parade, Harrogate, North Yorkshire, HG1 5AW",HG1 5AW,53.99689,-1.52891,2004-10-15,31500,CO,OFFICES AND PREMISES
N01065400195,100052005732,"19, Regent Parade, Harrogate, North Yorkshire, HG1 5AW",HG1 5AW,53.99689,-1.52891,1997-12-01,24750,CS,SHOP AND PREMISES
N01065400200,100052005638,"20, Regent Parade, Harrogate, North Yorkshire, HG1 5AW",HG1 5AW,53.99689,-1.52891,2008-04-01,10000,CS,SHOP AND PREMISES
N01065400201,100052005735,"20a, Regent Parade, Harrogate, North Yorkshire, HG1 5AW",HG1 5AW,53.99689,-1.52891,1995-04-01,11750,CG1,VEHICLE REPAIR WORKSHOP AND PREMISES
N01065400204,100052183899,"Harrogate Dramatic Society, R/O 20, Regent Parade, Harrogate, North Yorkshire, HG1 5AW",HG1 5AW,53.99689,-1.52891,2010-03-11,6700,CW3,STORES AND PREMISES
N01065400210,100050405802,"21/22, Regent Parade, Harrogate, North Yorkshire, HG1 5AW",HG1 5AW,53.99689,-1.52891,2008-04-01,8300,CS,SHOP AND PREMISES
N01065400232,100052005640,"23, Regent Parade, Harrogate, North Yorkshire, HG1 5AW",HG1 5AW,53.99689,-1.52891,2007-06-22,9700,CS,SHOP AND PREMISES
N01065400242,100052005641,"Ground Floor & Basement, 24, Regent Parade, Harrogate, North Yorkshire, HG1 5AZ",HG1 5AZ,53.99772,-1.52971,2014-02-01,11000,CS,SHOP AND PREMISES
N01065400253,100052005642,"Ground Floor & Basement, 25, Regent Parade, Harrogate, North Yorkshire, HG1 5AZ",HG1 5AZ,53.99772,-1.52971,2017-01-31,7400,CS,SHOP AND PREMISES
N01065400260,100052005643,"26, Regent Parade, Harrogate, North Yorkshire, HG1 5AZ",HG1 5AZ,53.99772,-1.52971,2016-09-01,6400,CS,SHOP AND PREMISES
N01065400270,100052005791,"27, Regent Parade, Harrogate, North Yorkshire, HG1 5AZ",HG1 5AZ,53.99772,-1.52971,2015-04-01,5000,CS,SHOP AND PREMISES
N01065400284,100050405809,"Jackson House, 28, Regent Parade, Harrogate, North Yorkshire, HG1 5AZ",HG1 5AZ,53.99772,-1.52971,2007-11-01,9400,CS,SHOP AND PREMISES
N01065400285,,"R/O Jackson House, 28, Regent Parade, Harrogate, North Yorkshire, HG1 5AZ",HG1 5AZ,53.99772,-1.52971,2003-04-01,3750,IF3,WORKSHOP STORES AND PREMISES
N01065400290,100052005029,"29, Regent Parade, Harrogate, North Yorkshire, HG1 5AZ",HG1 5AZ,53.99772,-1.52971,2019-01-01,5600,CS,Shop and Premises
N01065400313,100052005030,"31, Regent Parade, Harrogate, North Yorkshire, HG1 5AZ",HG1 5AZ,53.99772,-1.52971,2017-02-01,9700,CG1,Vehicle Repair Workshop and Premises
N01065401260,,"Advertising Right (Bt Phone Box 01423 560358), Opp 26 , Regent Parade, Harrogate, North Yorkshire, HG1 5AW",HG1 5AW,53.99689,-1.52891,2017-10-01,550,CA,Advertising Rights and Premises
N01065408010,010003036133,"Unit 1, Thompsons Yard, Regent Parade, Harrogate, North Yorkshire, HG1 5AN",HG1 5AN,53.99624,-1.52833,2013-09-01,1975,IF3,Workshop and Premises
N01065408020,010003036134,"Unit 2, Thompsons Yard, Regent Parade, Harrogate, North Yorkshire, HG1 5AN",HG1 5AN,53.99624,-1.52833,2011-10-10,1850,IF3,Workshop and Premises
N01065408030,010003036135,"Unit 3, Thompsons Yard, Regent Parade, Harrogate, North Yorkshire, HG1 5AN",HG1 5AN,53.99624,-1.52833,2007-06-01,1125,IF3,Workshop and Premises
N01065408040,010003036136,"Unit 4, Thompsons Yard, Regent Parade, Harrogate, North Yorkshire, HG1 5AN",HG1 5AN,53.99624,-1.52833,2013-09-01,800,IF3,Workshop and Premises
N01065408050,010003036137,"Unit 5, Thompsons Yard, Regent Parade, Harrogate, North Yorkshire, HG1 5AN",HG1 5AN,53.99624,-1.52833,2005-04-01,1400,CW3,Store and Premises
N01065408061,,"Unit 6, Thompsons Yard, Regent Parade, Harrogate, North Yorkshire, HG1 5AN",HG1 5AN,53.99624,-1.52833,2014-09-01,1125,CW3,Store and Premises
N01065408062,,"Unit 6a, Thompsons Yard, Regent Parade, Harrogate, North Yorkshire, HG1 5AN",HG1 5AN,53.99624,-1.52833,2014-09-01,690,CW3,Store and Premises
N01065408070,010003036139,"Unit 7, Thompsons Yard, Regent Parade, Harrogate, North Yorkshire, HG1 5AN",HG1 5AN,53.99624,-1.52833,2005-04-01,1400,CW3,Store and Premises
N01065408071,010003036140,"Unit 7a, Thompsons Yard, Regent Parade, Harrogate, North Yorkshire, HG1 5AN",HG1 5AN,53.99624,-1.52833,2014-04-01,435,CW3,Store and Premises
N01065408080,010003036141,"Units 8-10, Thompsons Yard, Regent Parade, Harrogate, North Yorkshire, HG1 5AN",HG1 5AN,53.99624,-1.52833,2010-01-01,3600,CW3,Store and Premises
N01065409023,010003029165,"B Newton, Thompsons Yard, Regent Parade, Harrogate, North Yorkshire, HG1 5BA",HG1 5BA,53.99755,-1.53044,1995-04-01,4600,CW3,STORE AND PREMISES
N01065409024,100052005029,"R/O, Thompsons Yard, 29, Regent Parade, Harrogate, North Yorkshire, HG1 5BA",HG1 5BA,53.99755,-1.53044,1996-07-01,1450,CW3,STORE AND PREMISES
N01065409025,010003029166,"The Design Studio, Thompsons Yard, Regent Parade, Harrogate, North Yorkshire, HG1 5BA",HG1 5BA,53.99755,-1.53044,2015-05-05,5200,CW3,Store and Workshop
N01065510021,100050383564,"2, Back Regent Place, Starbeck, Harrogate, HG1 4QR",HG1 4QR,54.00159,-1.49926,1995-04-01,1300,CW3,Store and Premises
N01065519010,100052209877,"Adj, Regent Garage, Back Regent Place, Harrogate, North Yorkshire, HG1 4QP",HG1 4QP,54.00176,-1.49954,1995-04-01,2800,CW3,STORE AND PREMISES
N01065519020,100052209878,"Nicholsons Of Harrogate, Back Regent Place, Harrogate, North Yorkshire, HG1 4QR",HG1 4QR,54.00159,-1.49926,2013-02-01,4900,CW3,Store and Premises
N01065519021,100052004930,"6a, Back Regent Place, Harrogate, North Yorkshire, HG1 4QR",HG1 4QR,54.00159,-1.49926,2016-04-01,3600,CW,STORE.
N01065519050,100052004941,"Portable Pwr Specs, 2a, Back Regent Place, Starbeck, Harrogate, HG1 4QP",HG1 4QP,54.00176,-1.49954,1995-04-01,2450,CW3,Store and Premises
N01065600124,,"Ground Floor, 12b, Regent Street, Harrogate, North Yorkshire, HG1 4BE",HG1 4BE,53.99874,-1.52869,2014-04-01,6600,IF3,Studio and Premises
N01065600125,,"First Floor, 12b, Regent Street, Harrogate, North Yorkshire, HG1 4BE",HG1 4BE,53.99874,-1.52869,2015-09-01,2850,IF3,Studio and Premises
N01065700021,200002734331,"2a, Regent Terrace, Harrogate, North Yorkshire, HG1 4BL",HG1 4BL,53.9993,-1.52948,2018-03-01,2100,CW3,Music Studio
N01066400003,,"Telefonica Communcation Mast, Harrogate Exhibition Centre, Kings Road, Harrogate, North Yorkshire, HG1 5LA",HG1 5LA,53.99684,-1.54136,2005-04-01,2500,MT1,Communication Station and Premises
N01066400004,,"Communication Mast, Harrogate Exhibition Centre, Kings Road, Harrogate, North Yorkshire, HG1 5LA",HG1 5LA,53.99684,-1.54136,2005-04-01,2500,MT1,Communication Station and Premises
N01066400032,,"Kaitens, 3, Ripon Road, Harrogate, HG1 2SX",HG1 2SX,53.99588,-1.54553,2015-03-01,17250,CR,Restaurant and Premises
N01066400033,,"3, Ripon Road, Harrogate, HG1 2SX",HG1 2SX,53.99588,-1.54553,2014-05-16,52500,CR,Restaurant and Premises
N01066400050,100052004445,"5, Ripon Road, Harrogate, HG1 2SX",HG1 2SX,53.99588,-1.54553,2011-11-08,12750,MH,DENTAL SURGERY AND PREMISES
N01066400052,010003029174,"Flat, First Floor, 5, Ripon Road, Harrogate, HG1 2SX",HG1 2SX,53.99588,-1.54553,2017-06-24,3050,CH1,Self Catering Holiday Unit and Premises
N01066400080,100050406196,"8, Ripon Road, Harrogate, HG1 2JB",HG1 2JB,53.99804,-1.54606,1995-04-01,7300,MH,DENTAL SURGERY AND PREMISES
N01066400120,100052183905,"12, Ripon Road, Harrogate, HG1 2JB",HG1 2JB,53.99804,-1.54606,2001-02-07,17500,MH,SURGERY AND PREMISES
N01066400122,100052183906,"The Happy Wanderers, R/O 12, Ripon Road, Harrogate, HG1 2JX",HG1 2JX,53.99738,-1.54691,1995-04-01,3250,CG2,GARAGE 2
N01066400170,100052003925,"The Bijou, 17, Ripon Road, Harrogate, HG1 2JL",HG1 2JL,53.99977,-1.54777,2015-08-05,12250,CH,HOTEL AND PREMISES
N01066400231,010003029175,"Cygnet Hospital, 21/23, Ripon Road, Harrogate, HG1 2JL",HG1 2JL,53.99977,-1.54777,2003-04-01,56500,MH3,HOSPITAL & PREMISES
N01066400252,100052183909,"25, Ripon Road, Harrogate, HG1 2JL",HG1 2JL,53.99977,-1.54777,1995-04-01,1850,MH,TREATMENT ROOM AND PREMISES
N01066400253,,"Advertising Right ( Bt Phone Box 01423 560350), Adjacent To, 25, Ripon Road, Harrogate, HG1 2JL",HG1 2JL,53.99977,-1.54777,2017-10-01,550,CA,Advertising Right and Premises
N01066400260,100052183910,"Alexa House, 26, Ripon Road, Harrogate, HG1 2JJ",HG1 2JJ,53.99984,-1.54677,2011-09-14,13750,CH2,Guest House and Premises
N01066401961,,"Nationwide Autocentre, 196, Ripon Road, Harrogate, North Yorkshire, HG1 3JR",HG1 3JR,54.00848,-1.5517,2004-08-15,38500,CG1,Vehicle Repair Workshop and Premises
N01066401962,,"Ground Floor Unit, 196, Ripon Road, Harrogate, HG1 3JR",HG1 3JR,54.00848,-1.5517,2017-06-26,27750,CW,Shop and Premises
N01066402201,100052183917,"220, Ripon Road, Harrogate, HG1 3JR",HG1 3JR,54.00848,-1.5517,1997-11-26,17250,CX,CAR DISPLAY AREA & PREMISES
N01066408174,," Adam House, Ripon Way, Harrogate, North Yorkshire, HG1 2AU",HG1 2AU,54.00383,-1.55013,2018-02-19,77000,CO,Offices and Premises
N01066409000,,"Sponsored Roundabout Jnct, Skipton Road, Ripon Road, Harrogate, North Yorkshire, HG1 3HJ",HG1 3HJ,54.00889,-1.55289,2010-06-01,600,CX,Sponsored Roundabout
N01066409030,100052209881,"Cairn Hotel, Ripon Road, Harrogate, HG1 2JA",HG1 2JA,53.99677,-1.54717,2010-04-01,176000,CH,Hotel and Premises
N01066409040,010003018874,"Hotel St George, Ripon Road, Harrogate, HG1 2SX",HG1 2SX,53.99588,-1.54553,2008-07-04,180000,CH,HOTEL AND PREMISES
N01066409041,,"Advertising Right (Bt Phone Box 01423 502932), Opp Royal Hall, Ripon Road, Harrogate, HG1 2SY",HG1 2SY,53.9953,-1.54501,2017-10-01,550,CA,Advertising Right and Premises
N01066409054,010003029177,"Telecommunication Mast Site, Ref 92055, Ripon Road, Harrogate, HG3 2AH",HG3 2AH,54.01122,-1.55283,2000-10-01,12500,MT1,COMMUNICATION STATION AND PREMISES
N01066409062,100052183918,"212, Ripon Road, Harrogate, HG1 2BY",HG1 2BY,54.00655,-1.55015,2016-09-30,8000,CO,OFFICES AND PREMISES
N01066409074,100052004287,"Oakdale Services Station, Ripon Road, Harrogate, HG1 2BS",HG1 2BS,54.00459,-1.54872,2010-04-01,126000,CG,Petrol Filling Station and Premises
N01066409075,,"Atm Site, Oakdale Service Station, Ripon Road, Harrogate, HG1 2BS",HG1 2BS,54.00459,-1.54872,2010-04-01,8300,CX,Site of Atm and Premises
N01066409099,,"Harrogate International Centre, Kings Road, Harrogate, North Yorkshire, HG1 5LA",HG1 5LA,53.99684,-1.54136,2009-06-10,1170000,CX,Conference Centre and Premises
N01066409101,,"Atm Site (Lloyds), Harrogate International Centre, Kings Road, Harrogate, North Yorkshire, HG1 5LA",HG1 5LA,53.99684,-1.54136,2016-10-27,3750,CX,Site of Atm and Premises
N01066409111,100052209886,"Spring Lea, Ripon Road, Harrogate, HG1 2BY",HG1 2BY,54.00655,-1.55015,1999-12-23,8100,CS,SHOP AND PREMISES
N01066409121,100052209887,"Sunnyside, Ripon Road, Harrogate, HG1 2BY",HG1 2BY,54.00655,-1.55015,2018-01-15,9000,CS,SHOP & PREMISES
N01066409122,100052209888,"Masala Takeaway, 198, Ripon Road, Harrogate, HG1 2BY",HG1 2BY,54.00655,-1.55015,2011-10-03,4500,CS,Shop and Premises
N01066409130,100052004299,"Claro Beagle, 1/3, Coppice Gate, Harrogate, North Yorkshire, HG1 2DR",HG1 2DR,54.00235,-1.54728,2017-11-01,30750,CL,PUBLIC HOUSE & PREMISES
N01066409141,100052004452,"Plantation House, Ripon Road, Harrogate, HG1 2BS",HG1 2BS,54.00459,-1.54872,1996-07-04,50000,CW,WAREHOUSE SHOWROOM AND PREMISES
N01066409142,010003037561,"Unit 1, The Hydro Retail Park, Ripon Road, Harrogate, HG1 2BX",HG1 2BX,54.00597,-1.54977,2012-02-16,27000,CW,WAREHOUSE AND PREMISES
N01066409143,010003037562,"Unit 2, The Hydro Retail Park, Ripon Road, Harrogate, HG1 2BF",HG1 2BF,54.00573,-1.54941,2016-09-01,37750,CW,Warehouse and Premises
N01066409144,010003037563,"Unit 3, The Hydro Retail Park, Ripon Road, Harrogate, HG1 2BX",HG1 2BX,54.00597,-1.54977,2007-12-03,45750,CS,SHOP AND PREMISES
N01066409145,010003601518,"Unit 4, The Hydro Retail Park, Ripon Road, Harrogate, HG1 2BX",HG1 2BX,54.00597,-1.54977,2014-03-28,45000,CS,Shop and Premises
N01066409146,010013652087,"Unit 5, The Hydro Retail Park, Ripon Road, Harrogate, HG1 2BX",HG1 2BX,54.00597,-1.54977,2010-10-01,34250,CS10,Retail Warehouse and Premises
N01066409147,010013652086,"Unit 6, The Hydro Retail Park, Ripon Road, Harrogate, HG1 2BX",HG1 2BX,54.00597,-1.54977,2014-09-15,27500,CS,SHOP AND PREMISES
N01066409150,100052209891,"Bookers, Ripon Way, Ripon Road, Harrogate, HG1 2AU",HG1 2AU,54.00383,-1.55013,1995-04-01,138000,CW,SHOP AND PREMISES
N01066409155,010023253071,"O2 Telecom Site No.4715, Adam House, Ripon Way, Harrogate, North Yorkshire, HG1 2AU",HG1 2AU,54.00383,-1.55013,2005-04-01,13000,MT1,Communication station and premises
N01066409160,100052004163,"G C Motors, Ripon Road, Harrogate, HG1 2BX",HG1 2BX,54.00597,-1.54977,2008-02-29,79000,CG3,Car Showroom and Premises
N01066409161,010003029180,"Adshel Bus Shelter No 39030011, Ripon Road, Harrogate, HG1 2BX",HG1 2BX,54.00597,-1.54977,1998-05-29,600,CA,ADVERTISING RIGHT
N01066409163,100052209894,"Jennyfield Self Serve, Ripon Road, Harrogate, HG1 2BX",HG1 2BX,54.00597,-1.54977,1995-09-28,46500,CG,PETROL FILLING STATION AND PREMISES
N01066409164,,"Harrogate Timber, Ripon Way, Harrogate, North Yorkshire, HG1 2AU",HG1 2AU,54.00383,-1.55013,2007-12-01,61000,IF3,Workshop and Premises
N01066409169,,"Car Display Spaces, Ripon Road, Harrogate, HG1 2BX",HG1 2BX,54.00597,-1.54977,2014-07-07,4300,CX,Car Display Area and Premises
N01066409174,100052209896,"Unit E, Ripon Way, Harrogate, North Yorkshire, HG1 2AU",HG1 2AU,54.00383,-1.55013,2011-04-01,33000,CW,WAREHOUSE AND PREMISES
N01066409180,010003032556,"National Tyre Service Ltd, Ripon Road, Harrogate, HG1 2BS",HG1 2BS,54.00459,-1.54872,1995-04-01,43250,CG1,Vehicle Repair Workshop and Premises
N01066409181,100052004425,"Unit F, Ripon Way, Harrogate, North Yorkshire, HG1 2AU",HG1 2AU,54.00383,-1.55013,2012-06-19,0,IF3,28973195
N01066409181,100052004425,"Unit F, Ripon Way, Harrogate, North Yorkshire, HG1 2AU",HG1 2AU,54.00383,-1.55013,2012-06-19,0,IF3,Workshop and Premises
N01066409278,,"Unit C & D, Ripon Way, Harrogate, North Yorkshire, HG1 2AU",HG1 2AU,54.00383,-1.55013,2016-04-14,64500,CW,Warehouse and Premises
N01066409310,100052209901,"Pratt Bros Harrogate Ltd, Ripon Road, Harrogate, HG1 3HL",HG1 3HL,54.00792,-1.55136,1995-04-01,34750,CG1,Vehicle Repair Workshop and Premises
N01066409330,010003029189,"Adj Newsagents, Ripon Road, Harrogate, HG1 3JE",HG1 3JE,54.01085,-1.54586,1995-04-01,600,CA,ADVERTISING RIGHT
N01066409362,,"Electronic Delivery Locker, Mccarthys Removals & Storage, Ripon Road, Harrogate, HG1 2BT",HG1 2BT,54.00423,-1.54848,2015-01-28,900,CX,Site of Electronic Delivery Locker and Premises
N01066409363,,"Mccarthys Removals, & Storage, Ripon Road, Harrogate, HG1 2BT",HG1 2BT,54.00423,-1.54848,2015-01-28,129000,CW,WAREHOUSE AND PREMISES
N01066500023,010003029191,"K J Swires, R/O 2, Robert Street, Harrogate, North Yorkshire, HG1 1HP",HG1 1HP,53.98889,-1.53817,1997-04-30,1750,CW3,STORE AND PREMISES
N01066500024,100052209904,"Arch Plastics Ltd, R/O 2, Robert Street, Harrogate, North Yorkshire, HG1 1HP",HG1 1HP,53.98889,-1.53817,1995-09-01,2700,CW3,STORE AND PREMISES
N01066500052,," 5, Robert Street, Harrogate, North Yorkshire, HG1 1HP",HG1 1HP,53.98889,-1.53817,2014-03-20,2700,CL2,Club and Premises
N01066500055,,"St Roberts Club, 5a, Robert Street, Harrogate, North Yorkshire, HG1 1HP",HG1 1HP,53.98889,-1.53817,2015-03-10,8800,CL2,Club and Premises
N01066500271,010003029193,"27 And Ground Floor, 29, Robert Street, Harrogate, North Yorkshire, HG1 1HP",HG1 1HP,53.98889,-1.53817,1996-09-07,4650,CL2,Club House and Premises
N01066500300,100052003738,"30, Robert Street, Harrogate, North Yorkshire, HG1 1HP",HG1 1HP,53.98889,-1.53817,1995-04-01,8900,CO,OFFICES AND PREMISES
N01067000011,100052183921,"Rear Of, 1, Roker Road, Harrogate, North Yorkshire, HG1 5JB",HG1 5JB,54.00241,-1.53585,1999-01-18,430,CW3,STORE AND PREMISES
N01068600022,,"Advertising Right On, Phone Box (01423871091), At Jnc Green Lane, Leadhall Lane, Rossett Green Lane, Harrogate, HG2 9LJ",HG2 9LJ,53.97025,-1.54539,2018-08-03,550,CA,Advertising Right and Premises
N01068600540,100050406722,"54, Rossett Green Lane, Harrogate, North Yorkshire, HG2 9LQ",HG2 9LQ,53.96742,-1.54961,2019-04-01,5200,CS,Shop and Premises
N01069700010,100052004334,"1, Royal Parade, Harrogate, HG1 2SZ",HG1 2SZ,53.9931,-1.54604,2016-07-01,16250,CR1,Cafe and Premises
N01069700020,100052183923,"2, Royal Parade, Harrogate, HG1 2SZ",HG1 2SZ,53.9931,-1.54604,2018-11-01,21500,CS,SHOP AND PREMISES
N01069700030,100052004335,"3, Royal Parade, Harrogate, HG1 2SZ",HG1 2SZ,53.9931,-1.54604,2007-05-17,22250,CR,RESTAURANT AND PREMISES
N01069700041,100050406876,"4, Royal Parade, Harrogate, HG1 2SZ",HG1 2SZ,53.9931,-1.54604,2010-11-17,15250,CS,SHOP AND PREMISES
N01069700051,010003018594,"5, Royal Parade, Harrogate, HG1 2SZ",HG1 2SZ,53.9931,-1.54604,2018-11-30,15000,CS,SHOP AND PREMISES
N01069700054,100052183925,"5a, Royal Parade, Harrogate, HG1 2SZ",HG1 2SZ,53.9931,-1.54604,2009-06-04,7900,CS,SHOP AND PREMISES
N01069700063,,"6, Back Royal Parade, Harrogate, HG2 0QA",HG2 0QA,53.99311,-1.54625,2015-04-30,9500,CO,OFFICES AND PREMISES
