Property Reference Number,Ratepayer,Address,Postcode,Latitude,Longitude,Occupied,Liability start date,Rateable value,VOA code,VOA description,Exemptions,Exemption Start Date, Type,Relief total,Relief mandatory,Relief discretionary
N00270075050301,,"White House., Hull Road, Cliffe, Selby, YO8 6NH",YO8 6NH,53.776718,-0.994011,Y,2002-02-01,2550,CS,Shop And Premises,,,Small Business Rate,-746.15,,
N00270115650009,,"Cliffe Common Station, Low Moor Road, Cliffe Common, Selby, YO8 6EF",YO8 6EF,53.798217,-0.990657,Y,1997-05-27,1400,CO,Office And Premises,,,Small Business Rate,-672.00,,
N00270145050202,Cliffe Playing Field Association,"Sportsfield, Oxen Lane, Cliffe, Selby, YO8 6NS",YO8 6NS,53.782029,-0.993899,Y,1990-04-01,4250,LS,Sports Ground And Premises,,,Discretionary Top Up; Mandatory,-1805.82,-1444.66,-361.16
N00270190052701,,"Cherry Tree Stores, York Road, Cliffe, Selby, YO8 6NN",YO8 6NN,53.780918,-0.99646,Y,1990-04-01,3700,CS,Shop And Premises,,,Small Business Rate,-1090.52,,
N00270190053507,,"New Inn, York Road, Cliffe, Selby, YO8 6NU",YO8 6NU,53.785385,-0.994274,Y,2011-07-28,10200,CL,Public House And Premises,,,Small Business Rate,-4896.00,,
N0027022790060B,Be Aesthetic Clinic Ltd,"Be Aesthetics Clinic, Cherry House, 60, Hull Road, Cliffe, Selby, YO8 6NH",Selby,,,Y,2015-10-15,1475,CO,Office And Premises,,,Small Business Rate,-708.00,,
N0027022795180A,,"Unit At  Northfield, Hull Road, Cliffe, Selby, YO8 6NH",YO8 6NH,53.776718,-0.994011,Y,2017-12-04,500,CW3,Store And Premises,,,Small Business Rate,-240.00,,
N00270229350001,Westdale Filters Ltd,"Lara Bridge Farm, Low Moor Road, South Duffield, Selby, YO8 6EF",YO8 6EF,53.798217,-0.990657,Y,2006-10-20,4600,CW3,Store And Premises,,,Small Business Rate,-2208.00,,
N0027023470307A,,"Caravan Storage At Ivyhill, Hull Road, Cliffe -Cum-Lund, Selby, YO8 6PE",YO8 6PE,53.784698,-1.007844,Y,2016-01-27,7000,CW1,Land Used For Storage And Premises,,,Small Business Rate,-3214.17,,
N00270332050001,Cliffe Pre-School,"Land Rear Of Cliffe Village Hall, Main Street, Cliffe, Selby, YO8 6NN",YO8 6NN,53.780918,-0.99646,Y,2006-10-06,2950,CW1,Land Used For Storage And Premises,,,Discretionary Top Up; Mandatory,-985.38,-788.30,-197.08
N00270335050109,Ecoplas Ltd,"Ecoplas, Unit B, Selby Energy Park, Cliffe Common, Cliffe, Selby, YO8 6EG",Selby,,,Y,2010-02-01,80000,IF3,Workshop And Premises,,,,,,
N0027033505020B,Van Werven Uk Ltd,"Unit C, Selby Energy Park, Cliffe, Selby, YO8 6EG",YO8 6EG,53.814614,-0.990755,Y,2011-11-22,24750,IF3,Workshop And Premises,,,,,,
N00270335052015,Living Power Limited,"Biofuel Power Station, Selby Energy Park, Cliffe Common, Cliffe, Selby, YO8 6EG",YO8 6EG,53.814614,-0.990755,Y,2015-02-10,76500,FE,Electricity Hereditament And Premises,,,,,,
N00270999050202,Cliffe Village Institute,"Cliffe Village Institute, Main Street, Cliffe, Selby, YO8 6NN",YO8 6NN,53.780918,-0.99646,Y,1990-04-01,5100,LC3,Hall And Premises,,,Discretionary Top Up; Mandatory,-1386.40,-1109.12,-277.28
N0027099905031B,North Yorkshire County Council,"Cliffe Primary School, Main Street, Cliffe, Selby, YO8 6NN",YO8 6NN,53.780918,-0.99646,Y,1990-04-01,17250,EL,School And Premises,,,,,,
N00270999050429,S & L Horseboxes Ltd,"Horse Box Services, Low Moor Road, Cliffe Common, Cliffe, Selby, YO8 6EF",YO8 6EF,53.798217,-0.990657,Y,2010-09-21,19500,IF3,Workshop And Premises,,,,,,
N00270999050513,West Riding Omnibus Museum Trust,"Unit 1, Whitemoor Farm, Cliffe Common, Cliffe, Selby, YO8 6EG",YO8 6EG,53.814614,-0.990755,Y,2004-10-01,5300,CW3,Store And Premises,,,Mandatory,-2090.32,-2090.32,
N00270999050525,West Riding Omnibus Museum Trust,"Unit 2, Whitemoor Farm, Cliffe Common, Cliffe, Selby, YO8 6EG",YO8 6EG,53.814614,-0.990755,Y,2005-10-01,5200,CW3,Store And Premises,,,Mandatory,-2050.88,-2050.88,
N00270999050532,York Recycling Service Ltd,"Unit D1, Selby Energy Park, Cliffe, Selby, YO8 6EG",YO8 6EG,53.814614,-0.990755,Y,2017-12-29,6700,IF3,Workshop And Premises,,,Small Business Rate,-3216.00,,
N00270999050535,West Riding Omnibus Museum Trust,"Unit 3, Whitemoor Farm, Cliffe Common, Cliffe, Selby, YO8 6EG",YO8 6EG,53.814614,-0.990755,Y,2012-07-01,2750,CW3,Store And Premises,,,Mandatory,-717.35,-717.35,
N00270999050540,West Riding Omnibus Museum Trust,"Unit 4, Whitemoor Farm, Cliffe Common, Cliffe, Selby, YO8 6EG",YO8 6EG,53.814614,-0.990755,Y,2011-09-01,5700,CW3,Store And Premises,,,Mandatory,-1574.53,-1574.53,
N00280015050001,Ibbotsons Produce Ltd,"Mill Hill, Breagate Lane, Colton, Tadcaster, LS24 8EW",LS24 8EW,53.89207,-1.17983,Y,2004-04-01,39500,CW,Warehouse And Premises,,,,,,
N00280025050009,Whitbread Plc,"Travel Inn, Bilborough Top, Colton, Tadcaster, YO23 3PP",YO23 3PP,53.906408,-1.184639,Y,1995-02-09,149000,CH,Hotel And Premises,,,,,,
N0028002506010X,Cashzone Uk Ltd,"Q8  Petrol Filling Station, Bilborough Top, Colton, Tadcaster, YO23 3PP",YO23 3PP,53.906408,-1.184639,Y,2011-07-18,2000,CX,Other Commercial,,,,,,
N0028002506101A,Primesight Ltd,"Primesight At Q8 Petrol Filling Station, Bilborough Top, Colton, Tadcaster, YO23 3PP",YO23 3PP,53.906408,-1.184639,Y,2004-04-01,600,CA,Advertising Right,,,,,,
N0028003375002X,Motor Fuel Ltd,"Bp Service Station, Bilborough Top, Colton, Tadcaster, YO23 3PP",YO23 3PP,53.906408,-1.184639,Y,2018-08-03,49250,CG,Petrol Filling Station And Premises,,,,,,
N00280035050608,,"Racehouse Stables At Stonebridge Farm, Main Street, Colton, Tadcaster, LS24 8EP",LS24 8EP,53.89664,-1.17533,Y,2005-04-01,3450,LX,Leisure Unclassified,,,Small Business Rate,-1656.00,,
N00280035050701,,"Ye Old Sun Inn, Main Street, Colton, Tadcaster, LS24 8EP",LS24 8EP,53.89664,-1.17533,Y,2004-06-07,50000,CL,Public House And Premises,,,Pub,-1000,,
N0028023612015A,Norse Energy Limited,"Solar Panels At Ibbotsons Potatoes, Breagate Lane, Colton, Tadcaster, LS24 8EW",LS24 8EW,53.89207,-1.17983,Y,2015-04-01,1650,FE,Electricity Hereditament And Premises,,,,,,
N00280236950014,,"The Granary Bed And Breakfast, Haggs Cottage, Hagg Lane, Colton, Tadcaster, LS24 8ET",LS24 8ET,53.90332,-1.16785,Y,2013-04-01,3600,CH2,Guest House And Premises,,,Small Business Rate,-1492.29,,
N00280340050014,,"Home Farm, Food From The Farm, Main Street, Colton, Tadcaster, LS24 8EP",LS24 8EP,53.89664,-1.17533,Y,2010-11-25,1375,CS,Shop And Premises,,,Small Business Rate,-528.04,,
N00300005050209,Eggborough Power Ltd,"Gale Common Ash Disposal Works, Cobcroft Lane, Cridling Stubbs, Knottingley, WF11 0BB",WF11 0BB,53.693462,-1.190364,Y,2000-03-04,2550,CO,Office And Premises,,,,,,
N00300023050508,Cridling Stubbs Village Hall,"Village Hall, Stubbs Lane, Cridling Stubbs, Knottingley, WF11 0AH",WF11 0AH,53.686128,-1.232796,Y,1990-04-01,1850,LC3,Hall And Premises,,,Discretionary Top Up; Mandatory,-557.83,-446.26,-111.57
N00300237450088,,"Little Oaks Donkey Sanctuary, Cobcroft Lane, Cridling Stubbs, Knottingley, WF11 0AZ",WF11 0AZ,53.687405,-1.213526,Y,2015-08-08,5900,LX,Leisure Unclassified,,,Small Business Rate,-2832.00,,
N00300237450500,,"Manor Grange Show Arenas, Cobcroft Lane, Cridling Stubbs, Knottingley, WF11 0AZ",WF11 0AZ,53.687405,-1.213526,Y,2008-10-06,2800,LX,Leisure Unclassified,,,Small Business Rate,-1344.00,,
N00300237450501,,"Manor Grange Equestrian, Cobcroft Lane, Cridling Stubbs, Knottingley, WF11 0AZ",WF11 0AZ,53.687405,-1.213526,Y,2008-10-06,7800,LX,Leisure Unclassified,,,Small Business Rate,-2439.32,,
N00300345005011,Infinis Ltd,"Darrington Quarry, Stubbs Lane, Cridling Stubbs, Knottingley, WF11 0AH",WF11 0AH,53.686128,-1.232796,Y,2005-04-01,35500,IMX,Unclassified Industrial Mineral,,,,,,
N0030099905010B,Darrington Quarries Ltd,"Darrington Quarry, Cridling Stubbs, Knottingley, WF11 0AH",WF11 0AH,53.686128,-1.232796,Y,1990-04-01,205001,IM,Quarry And Premises,,,,,,
N00300999550209,Harworth Estates (Uk Coal) Ltd,"Womersley Tipping Site, Cridling Stubbs, Knottingley, WF11 0AH",WF11 0AH,53.686128,-1.232796,Y,2016-03-24,0,IM4,Tipping Site And Premises,,,,,,
N00300999850201,Yorkshire Water,"Sewage Disposal Works, Stubbs Lane, Cridling Stubbs, Knottingley, WF11 0AH",WF11 0AH,53.686128,-1.232796,Y,1990-04-01,7900,NW,Sewage Treatment Works And Premises,,,,,,
N00320010000205,,"2, Castle Hill Lane, Drax, Selby, YO8 8NP",YO8 8NP,53.72812,-0.977422,Y,2011-10-01,7300,CO,Office And Premises,,,Small Business Rate,-1980.16,,
N00320010002605,,"26, Castle Hill Lane, Drax, Selby, YO8 8NP",YO8 8NP,53.72812,-0.977422,Y,2015-04-24,710,CO,Office And Premises,,,Small Business Rate,-304.20,,
N00320010004009,Drax Village Hall,"Village Hall, Castle Hill Lane, Drax, Selby, YO8 8NP",YO8 8NP,53.72812,-0.977422,Y,1990-04-01,5500,LC3,Hall And Premises,,,Discretionary Top Up; Mandatory,-2711.50,-2169.20,-542.30
N0032002805030B,Drax Power Ltd,"Drax Sports & Social Club, Drax Road, Drax, Selby, YO8 8PJ",YO8 8PJ,53.729004,-0.994533,Y,1999-12-01,24500,CL2,Club And Premises (Social),,,,,,
N00320035010503,,"Huntsman Inn, 105, Main Road, Drax, Selby, YO8 8NT",YO8 8NT,53.728974,-0.979523,Y,2017-09-01,2500,CL,Public House And Premises,,,Small Business Rate,-1200.00,,
N00320035401300,,"Alert Logistics Station Yard, Main Road, Drax, Selby, YO8 8PD",YO8 8PD,53.73001,-0.989112,Y,2008-08-01,10250,CW1,Land Used For Storage And Premises,,,Small Business Rate,-2927.19,,
N00320035401301,East Yorkshire Caravan Salvage Ltd,"Caravan Storage At Station Yard, Main Road, Drax, Selby, YO8 8PD",YO8 8PD,53.73001,-0.989112,Y,2008-08-01,6600,CW1,Land Used For Storage And Premises,,,Small Business Rate,-1377.50,,
N0032003560001A,Selby Plant Hire Ltd,"Fosters Corner, Main Road, Drax, Selby, YO8 8PA",YO8 8PA,53.729542,-0.985819,Y,2018-01-01,7700,CW1,Land Used For Storage And Premises,,,Small Business Rate,-3696.00,,
N00320043050107,Drax Cricket Club,"Drax Cricket Club, Newland Road, Drax, Selby, DN14 6EA",DN14 6EA,53.709572,-0.877377,Y,1990-04-01,1925,LS,Sports Ground And Premises,,,Small Business Rate,-803.54,,
N00320065050305,The Bursar'S Office,"The Read School, Main Road, Drax, Selby, YO8 8NL",YO8 8NL,53.732317,-0.975167,Y,1990-04-01,181000,EP,Schools & Premises (Private),,,Discretionary Top Up; Mandatory,-87786.41,-70229.12,-17557.29
N00320065050339,Reserve Forces & Cadets Association,"Ccf Centre At William Read School, Main Road, Drax, Selby, YO8 8NL",YO8 8NL,53.732317,-0.975167,Y,2000-04-01,1850,TD2,Auxiliary Defence Estab & Premises,,,,,,
N00320070051210,,"Halesgarth Kennels, Hales Lane, Drax, Selby, YO8 8PL",YO8 8PL,53.725891,-0.984842,Y,2015-06-25,9900,CX,Other Commercial,,,Small Business Rate,-2353.23,,
N00320999050203,North Yorkshire County Council,"County Primary School, Castle Hill Lane, Drax, Selby, YO8 8NP",YO8 8NP,53.72812,-0.977422,,1990-04-01,6700,EL,School And Premises,Y,2017-11-30,Emprty Property Non Industrial,,,
N00340037220179,Celotex Limited,"Celotex, Weeland Road, Eggborough, Goole, DN14 0FD",DN14 0FD,53.705095,-1.139104,Y,2018-04-01,620000,IF,Factory And Premises,,,,,,
N0034003750009L,Cormac Leonard Commercials Ltd,"Uk Depot North Point Business Park, Selby Road, Eggborough , Goole, DN14 0JT",DN14 0JT,53.709131,-1.141597,Y,2013-04-01,26500,CW1,Land Used For Storage And Premises,,,,,,
N00340037550029,Pawletts Ltd,"Unit A, North Point Business Park, Selby Road, Eggborough , Goole, DN14 0JT",DN14 0JT,53.709131,-1.141597,Y,2010-04-01,20750,IF3,Workshop And Premises,,,,,,
N00340037550090,C T Safety Barriers Ltd,"Unit 9 North Point Business Park, Selby Road, Eggborough , Goole, DN14 0JT",DN14 0JT,53.709131,-1.141597,Y,2009-07-06,19250,IF3,Workshop And Premises,,,Small Business Rate,0.00,,
N00340037550155,Layher Ltd,"Depot At North Point Business Park, Selby Road, Eggborough , Goole, DN14 0JT",DN14 0JT,53.709131,-1.141597,Y,2014-06-01,26750,CW1,Land Used For Storage And Premises,,,,,,
N00340037550600,Fluid Pumps Ltd,"Unit 6 North Point Business Park, Selby Road, Eggborough , Goole, DN14 0JT",DN14 0JT,53.709131,-1.141597,Y,2011-11-01,19000,CW,Warehouse And Premises,,,Small Business Rate,0.00,,
N00340037550700,Chemdose Ltd,"Unit 7 North Point Business Park, Selby Road, Eggborough , Goole, DN14 0JT",DN14 0JT,53.709131,-1.141597,Y,2018-01-10,18500,IF3,Workshop And Premises,,,,,,
N00340037550800,Phoenix Signs Ltd,"Unit 8 North Point Business Park, Selby Road, Eggborough , Goole, DN14 0JT",DN14 0JT,53.709131,-1.141597,Y,2018-11-01,18500,IF3,Workshop And Premises,,,,,,
N003400384500G9,Hartley Property Trust (1991) Limited,"Garage R/O Ergon House, Weeland Road, Eggborough, Goole, DN14 0RX",DN14 0RX,53.706014,-1.150796,Y,2011-03-01,2400,IF3,Workshop And Premises,,,,,,
N003400384500S9,Hartley Property Trust (1991) Limited,"Store R/O Ergon House, Weeland Road, Eggborough, Goole, DN14 0RX",DN14 0RX,53.706014,-1.150796,Y,2011-03-01,2700,IF3,Workshop And Premises,,,,,,
N003400384500W9,Hartley Property Trust (1991) Limited,"Workshop R/O Ergon House, Weeland Road, Eggborough, Goole, DN14 0RX",DN14 0RX,53.706014,-1.150796,Y,2011-03-01,1500,IF3,Workshop And Premises,,,,,,
N00340070050207,,"87, Selby Road, Eggborough, Goole, DN14 0LJ",DN14 0LJ,53.702358,-1.153656,Y,2004-03-01,6800,MH,Surgery And Premises,,,,,,
N00340070050508,,"Eggborough Village Stores, Selby Road, Whitley , Goole, DN14 0LP",DN14 0LP,53.703798,-1.151295,Y,2013-11-06,12250,CS,Shop And Premises,,,,,,
N00340070050512,Industrial Chemicals Group Ltd,"Energy Information Centre, Selby Road, Eggborough, Goole, DN14 0FG",DN14 0FG,53.704579,-1.134665,Y,2018-02-28,11500,CO,Office And Premises,,,,,,
N0034007005052X,Industrial Chemicals Group Ltd,"Willow Burning Plant, Selby Road, Eggborough, Goole, DN14 0FG",DN14 0FG,53.704579,-1.134665,Y,2018-02-28,72500,CW3,Store And Premises,,,,,,
N00340070050600,Barker & Stonehouse Ltd,"Barker And Stonehouse, Selby Road, Eggborough, Goole, DN14 0FG",DN14 0FG,53.704579,-1.134665,Y,2004-06-07,215000,CW,Warehouse And Premises,,,,,,
N00340070050610,Saint-Gobain Glass (United Kingdom) Limited,"Saint Gobain Glass Uk Ltd, Weeland Road, Eggborough, Goole, DN14 0FD",DN14 0FD,53.705095,-1.139104,Y,2000-04-13,2360000,IF,Factory And Premises,,,,,,
N00340070050700,Russells (Kirbymoorside) Ltd,"Russells (Kirbymoorside) Ltd, North Point Business Park, Selby Road, Eggborough , Goole, DN14 0JT",DN14 0JT,53.709131,-1.141597,Y,2006-05-22,37500,IF3,Workshop And Premises,,,,,,
N0034007005240A,Eggborough & Whitley Village Hall,"Village Hall, Selby Road, Whitley , Goole, DN14 0LT",DN14 0LT,53.704831,-1.148714,Y,1990-04-01,4300,LC3,Hall And Premises,,,Discretionary Top Up; Mandatory,-2119.90,-1695.92,-423.98
N00340070053506,,"You Call We Haul, Northside Industrial Park, Whitley, Goole, DN14 0GH",DN14 0GH,53.697831,-1.155145,Y,2016-10-01,120000,CW,Warehouse And Premises,,,,,,
N00340095051703,Karonia Ltd,"Karonia Ltd, Water Lane, Eggborough, Goole, DN14 0PN",DN14 0PN,53.704187,-1.147878,Y,2014-12-23,5400,IF3,Workshop And Premises,,,Small Business Rate,-2592.00,,
N00340100050503,North Yorkshire Police Authority,"Police Office, Weeland Road, Eggborough, Goole, DN14 0PW",DN14 0PW,53.704654,-1.146506,Y,1995-07-07,4900,MP,Police Station And Premises,,,,,,
N00340100051101,Hartley Property Trust Ltd,"Unit E/F Vehicle Workshop, Hut Green, Eggborough, Goole, DN14 0LX",DN14 0LX,53.705905,-1.147995,,2017-06-01,3850,CG1,Vehicle Repair Workshop And Premises,Y,2018-03-01,Emprty Property Industrial,,,
N00340100051309,Hartley Property Trust Ltd,"Unit D, Hut Green, Eggborough, Goole, DN14 0LX",DN14 0LX,53.705905,-1.147995,,2017-09-01,3850,CG1,Vehicle Repair Workshop And Premises,Y,2018-03-01,Emprty Property Industrial,,,
N00340242700956,Yorvik Homes Ltd,"Sales Office, High Eggborough Lane, Eggborough, Goole, DN14 0PS",DN14 0PS,53.703537,-1.146093,Y,2018-07-01,890,CX,Other Commercial,,,,,,
N0034037500020X,Prestige Radiators Limited,"Unit 2, North Point Business Park, Selby Road, Eggborough , Goole, DN14 0JT",DN14 0JT,53.709131,-1.141597,Y,2014-04-16,16750,IF3,Workshop And Premises,,,,,,
N0034037500030C,,"Unit 3 North Point Business Park, Selby Road, Eggborough , Goole, DN14 0JT",DN14 0JT,53.709131,-1.141597,Y,2017-06-03,15750,IF3,Workshop And Premises,,,,,,
N00340382050109,,"The Old Post Office Guest House, Selby Road, Eggborough, Goole, DN14 0LT",DN14 0LT,53.704831,-1.148714,Y,2009-04-01,3000,CH,Hotel And Premises,,,Small Business Rate,-1262.71,,
N00340384055210,,"Ergon House, Weeland Road, Eggborough, Goole, DN14 0RX",DN14 0RX,53.706014,-1.150796,Y,2012-02-06,28750,IF3O,"Workshop, Office And Premises",,,,,,
N00340384055229,Emmanuel Church,"Emmanuel Church At Ergon House, Weeland Road, Eggborough, Goole, DN14 0RX",DN14 0RX,53.706014,-1.150796,Y,2012-02-06,4200,CO,Office And Premises,,,Small Business Rate,-2016.00,,
N00340384055238,,"Whitley Whaler At Ergon House, Weeland Road, Eggborough, Goole, DN14 0RX",DN14 0RX,53.706014,-1.150796,Y,2014-03-01,3800,CS,Shop And Premises,,,Small Business Rate,-1320.10,,
N00340394050109,North Yorkshire County Council,"Whitley & Eggborough Childrens Centre, Learning Lane, Whitley , Goole, DN14 0WE",DN14 0WE,53.692573,-1.156579,Y,2011-04-26,10500,EN1,Day Nursery & Premises,,,,,,
N00340505000010,,"Unit 1, Aysgarth Place, Hut Green, Eggborough, Goole, DN14 0LX",DN14 0LX,53.705905,-1.147995,Y,2012-03-12,5400,CS,Shop And Premises,,,Small Business Rate,-1980.16,,
N00340505050020,,"Unit 2, Aysgarth Place, Hut Green, Eggborough, Goole, DN14 0LX",DN14 0LX,53.705905,-1.147995,Y,2014-02-17,5400,CS,Shop And Premises,,,Small Business Rate,-1980.16,,
N00340524152016,E S P Electricity Ltd,"Independent Distribution Network Operator, Millstone Lane, Eggborough, Goole, DN14 0YG",DN14 0YG,53.702051,-1.151955,Y,2016-04-01,610,NX,Non Formula Public And Other Utilities,,,,,,
N00340999050109,Eggborough Power Ltd,"Eggborough Power Station, Sports & Social Club, Eggborough, Goole, DN14 0BS",DN14 0BS,53.713423,-1.129767,Y,2010-04-01,20750,CL2,Club And Premises (Social),,,,,,
N00340999150415,,"Acorn Joinery, At Highfield House, High Eggborough, Goole, DN14 0PX",DN14 0PX,53.690959,-1.133274,Y,1998-09-01,1575,IF3,Workshop And Premises,,,Small Business Rate,-350.11,,
N00340999250111,Hut Green Stores Ltd,"Hut Green Stores, Selby Road, Eggborough, Goole, DN14 0LX",DN14 0LX,53.705905,-1.147995,Y,2006-01-22,8000,CS,Shop And Premises,,,Small Business Rate,-3840.00,,
N00340999250204,,"Horse & Jockey, Weeland Road, Eggborough, Goole, DN14 0RX",DN14 0RX,53.706014,-1.150796,Y,2017-09-13,14750,CL,Public House And Premises,,,,,,
N00340999250308,,"Hut Green Garage, Hut Green, Eggborough, Goole, DN14 0LX",DN14 0LX,53.705905,-1.147995,Y,2002-08-19,5700,CX,Other Commercial,,,Small Business Rate,-2736.00,,
N00340999250346,Gaeta Ltd,"Unit 1 Prospect House, Hut Green, Eggborough, Goole, DN14 0LX",DN14 0LX,53.705905,-1.147995,Y,2014-09-01,7600,CS,Shop And Premises,,,Small Business Rate,-2640.21,,
N00340999250358,,"Unit 2 Prospect House, Hut Green, Eggborough, Goole, DN14 0LX",DN14 0LX,53.705905,-1.147995,Y,2001-10-08,9100,CS,Shop And Premises,,,Small Business Rate,-3156.77,,
N00340999250401,Whitley Bridge Cricket Club,"Whitley Bridge Cricket Club, Hut Green, Eggborough, Goole, DN14 0LX",DN14 0LX,53.705905,-1.147995,Y,1990-04-01,2000,LS,Sports Ground And Premises,,,CASC Mandatory,-788.80,-788.80,
N00340999250500,Orbit Yoga,"1st Floor Prospect House, Hut Green, Eggborough, Goole, DN14 0LX",DN14 0LX,53.705905,-1.147995,Y,2019-02-01,6500,CO,Office And Premises,,,Small Business Rate,-504.33,,
N00340999350101,Whitworth Brothers Ltd,"The Grain Silo, Selby Road, Whitley , Goole, DN14 0JX",DN14 0JX,53.70667,-1.148116,Y,2016-06-16,72500,IF1,Mill And Premises,,,,,,
N00340999350309,Jas Bowman & Sons Ltd,"Jas Bowman & Sons Ltd Mill, Selby Road, Whitley, Goole, DN14 0LQ",DN14 0LQ,53.698654,-1.154806,,1990-04-01,96500,IF1,Mill And Premises,Y,2017-06-23,Emprty Property Industrial,,,
N00340999350313,Telefonica Uk Limited,"Telecommunication Mast Site Ref 794 Bowmans Mill, Selby Road, Whitley, Goole, DN14 0LH",DN14 0LH,53.698796,-1.159574,Y,1992-04-01,12750,MT1,Communication Station And Premises,,,,,,
N00340999350328,Vodafone Ltd,"Telecommunication Mast Site Ref 6004, Selby Road, Whitley, Goole, DN14 0LH",DN14 0LH,53.698796,-1.159574,Y,1996-08-27,13000,MT1,Communication Station And Premises,,,,,,
N00340999350332,Mobile Broadband Network Ltd,"Telecommunication Mast Site Ref 96163 Bowmans Mill, Selby Road, Whitley, Goole, DN14 0LH",DN14 0LH,53.698796,-1.159574,Y,2010-10-20,12000,MT1,Communication Station And Premises,,,,,,
N00340999350347,Orange Personal Communication Services Ltd,"Telecommunication Mast Site Ref Nyk 0066 Bowmans Mill, Selby Road, Whitley, Goole, DN14 0LH",DN14 0LH,53.698796,-1.159574,Y,1996-11-09,13000,MT1,Communication Station And Premises,,,,,,
N00340999350402,,"School House, Learning Lane, Whitley , Goole, DN14 0WE",DN14 0WE,53.692573,-1.156579,Y,1999-02-01,7600,EN1,Day Nursery & Premises,,,Small Business Rate,-3648.00,,
N00340999850106,Yorkshire Water,"Sewage Disposal Works, Hensall Road, Eggborough, Goole, DN14 0BZ",DN14 0BZ,53.683653,-1.095708,Y,1990-04-01,80500,NW,Sewage Treatment Works And Premises,,,,,,
N00340999850125,Eggborough Power Ltd,"Eggborough Power Station, Eggborough, Goole, DN14 0BS",DN14 0BS,53.713423,-1.129767,Y,2010-04-01,500000,FE,Electricity Hereditament And Premises,,,,,,
N00360040050144,Escrick Park Estate,"Wedding Venue, Escrick Park Estate, Escrick, York, YO19 6EA",YO19 6EA,53.871492,-1.042613,Y,2014-01-01,2100,CX,Other Commercial,,,,,,
